,base,base,base,base,base,base,base,base,base,base,base,base,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn
Em que linguagem de programação foi escrito o GIMP?,9431945182,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8050387263,8158848212,8115033296,8119948353,8091040305,8149596283,8106079734,8069314403,8121307365,8050653663,8119738818,8054776556,8096246012,8032299926,8138500405,8144782459,8093334687,8153296823,8344876320,8350254555,8165715033,8255735208,8268512185,8296518434
Em que império antigo você poderia pagar com grãos de cacau?,9064389701,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9256585405,9178948048,9190431920,9064100116,9238927589,9053380677,9259053258,9178163903,9196955739,9116078531,9252512535,9317921288,9210202623,9093332652,9105534458,9176556575,9070596032,9162141843,9081210208,9205887238,9120375589,9119668611,9136553286,9146534575
Quem é o editor da Forbes?,33670585619,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,34129959715,33484199166,34125287420,33899897798,27250480994,33602181396,34178427394,33743083724,33643912124,34226901514,33802610031,33964253896,35631175925,33617603652,34049030454,33959784168,35417103927,33836570129,34042747787,34327614615,33888801290,33763324240,33733332655,33737460893
Quantos habitantes tem a capital da Austrália?,33519235574,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,13776253803,13667497266,13875872443,13902911029,14452661590,13912565700,13936265590,14114541103,14447874046,13915802389,13951906658,13973801454,14095271242,14178443366,14086153436,14208367005,14172123591,13939884493,14185539180,14090347007,14336930680,14647131241,14646678360,14665912961
Quais surfistas profissionais nasceram na Austrália?,13196431929,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10885452668,10990010308,11045020746,10847810505,10893341944,10929444025,10989828767,11032766737,11050193413,10903614303,10934742880,11016862287,10980207713,11144587503,11138114343,11021144980,11375776791,11158981639,11282364130,11224846559,11559399313,11572984164,12118751070,11924311611
Que companhias de eletrônica foram fundadas em Beijing?,8893133709,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9174303487,8924166259,9053630683,8886175516,8968740180,8945449380,9060312928,8940666813,9100194511,8912379400,9066445737,8809594812,9005893659,8887058935,9040434960,8878833683,8840393081,9020461143,8945956886,8876927061,9044314355,8933285448,8951492800,8913779336
Mostre todos os jogos da Mean Hamster Software.,9712276719,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9810898866,9830447982,9926373315,9780018965,9864550251,9675666096,9846649904,9788616597,9710500050,9663074976,9907219432,9779890642,9760661264,9744433083,9661023840,9840928692,9822271272,9933290841,9814725710,9999375040,9824667132,9849606823,9816928096,9845922406
Quantas lojas Aldi existem?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual a capital de Camarões?,11229674380,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,11398490536,11230178968,11390035801,11345152725,11348051183,11402238053,11482264875,11718346617,11395130920,11278370173,11419992885,11531341197,11315154811,11447377830,11452912449,11469615470,11321300000,11387183740,11478887485,11450281737,11373766426,11260789174,11446243507,11290498380
Há algum jogo eletrônico chamado Battle Chess?,29184244382,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,11143153109,10948055104,11152361285,11135618251,11136606211,11201914459,11183295379,11202126349,11211532608,11060511199,11228271645,10988118732,11083887912,10996911913,11173658176,10999697885,11138836833,11314045314,11373740013,11171811176,11501706955,11330896248,11915799500,11868329858
A esposa do Presidente Lincoln chamava-se Mary?,54506926385,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,40358542728,41071169196,41039688316,40436982786,40672667384,40292496212,40663841622,40045063548,40568017053,40238321820,40578600612,40980008277,40859347149,40187085029,40218484489,40133460635,40203327375,40233800179,40614489944,40343758664,40367779049,40117336657,40207966348,40244597571
Encontre todos os filmes dirigidos por Francis Ford Coppola.,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10786880085,10614476144,10742267512,10698022000,10656520266,10750445225,10865551140,10734024209,10792972793,10679800381,10940734932,10843038670,11060116352,10836940856,11045659820,10957466116,11094556976,11130731594,11456905032,11361577035,11694981955,11871761003,12102260870,12148595071
Qual filme de Tim Burton teve o maior orçamento?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9273295785,9295050886,9146653974,9090837642,9287684639,9165588278,9134844145,9078050153,9194755671,9103304744,9279058793,9215388537,9198304826,9136524857,9291280422,9249296023,9176027870,9148189176,9349484381,9470324219,9287872525,9306501365,9610340212,9497758857
Breaking Bad tem mais episódios do que Game of Thrones?,15008779204,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6453900355,6489158851,6495718691,6541024660,6504383812,6434069004,6545715517,6527747040,6559096144,6505633919,6603569246,6493497154,6453408630,6427521510,6403082919,6504939015,6635714460,6488946796,6563330820,6521138636,6473321591,6498295114,6416574136,6588821726
Quem era chamado de Rodzilla?,19551110934,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7660074301,7660542094,7598099025,7586730105,7658890039,7682921831,7698274604,7706607304,7609036119,7676798147,7575914472,7610118749,7693638531,7660036763,7641460167,7591613206,7732190900,7661596021,7669682513,7733289923,7706877705,7682839527,7725352614,7620591292
Natalie Portman nasceu nos Estados Unidos?,61834227953,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8794526088,8702832721,8789180943,8631964469,8621944675,8588863111,8713351526,8657590318,8794247417,8687348922,8825667495,8699422340,8728040067,8725700294,8872730491,8850853049,8929316107,8958240239,9011563090,9073142292,9370623574,9484174615,9492619379,9821069909
Mostre os netos de Elvis Presley.,109759664799,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,48697118276,48411524726,48715685323,48553986491,48595959200,49731416641,48297339519,48821965359,48333695960,48688602321,48457919584,50699530837,49030420008,48329185782,48829550819,49100519056,48533372103,48354923959,48777908821,48596107260,48358628951,48320381693,48967270033,48595051193
Quais filmes protagonizados por Mickey Rourke foram dirigidos por Guy Ritchie?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10336079244,10360581508,10392787997,10323336721,10391652461,10432202234,10353423884,10363535554,10285901586,10429653428,10776872327,10715280420,11041918636,10882083469,10957154765,11206591288,11074138608,10985751579,11036244458,11058145949,11766130011,11453728145,11401789092,11685256188
Quando morreu o criador de Drácula?,33346609425,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10182333444,10075321173,10255335115,10175179275,10251164042,10074458683,10219812326,10117322923,10259822437,10068807271,10079857185,10060706903,10137976992,10024665717,10063703575,10177631381,10273811964,10085201779,10204873314,10185373946,10003024497,10037286544,10055066502,10287467742
De que país vem o criador de Miffy?,68798107274,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9865403461,10041574367,9864513667,9962284893,9938155279,10003902824,9916957782,10013604938,10039608212,9934282900,9975788054,9901970926,9941016041,9971582989,10125362006,10023160261,9973218117,9823800356,10066102456,9944350840,9928979376,9947241275,10066054402,10035784236
Qual é o nome verdadeiro do Batman?,39593444113,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,15751755881,15680720071,15708444300,15588049084,15732806878,15598484992,15592321193,15638012421,15542127124,15648272427,15552044594,15581609093,16032234616,15494452704,15534127927,15823683550,15672301512,14597724508,15807921143,15570089800,15546473267,15473201249,15495729106,15580469702
Que forma de governo a Rússia possui?,78273380441,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,14946113861,14957315199,14889353643,14873571663,15005984265,14735798720,14851866071,14890460358,14889034976,14873970741,14907123103,14792777631,14815615457,14842466356,14983561347,15012301336,14983489423,15072443092,14990842840,15009637712,14989131940,15358526318,15242967663,15204980108
Quantas companhias foram fundadas pelo fundador do Facebook?,126628702798,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,18293548462,18018434693,18146497645,18101739633,18089627292,18246930667,18075228156,17894630321,18058320835,18072680442,17917503864,18042999229,17168491712,18098386050,18075067151,18258364256,18046647318,18130648130,18207921791,18363601096,18270010692,18065323293,18041336749,18500187243
Liste todas as gravadoras canadenses de música Grunge.,21056779590,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8483430818,8360392841,8489893774,8292767108,8447279506,8255517624,8315854490,8424163799,8314068003,8357980694,8332777523,8370388555,8424667758,8254128286,8328338327,8302501847,8334050463,8282900987,8401084161,8250034229,8395766638,8296290662,8286865434,8399046385
Quantos filhos Benjamim Franklin teve?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Liste os filhos de Margaret Thatcher.,28164034781,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,11404841700,11227037789,11259476024,11132307195,11286489637,11412299818,11232054286,11310453691,11245927335,11105214739,11183297734,11313983014,11247155295,11089607655,11145845467,11270230421,11317065109,11309338707,11168351860,11198648049,11082618386,11130052853,11143236943,11192943349
De que região é o Melon de Bourgogne?,22996783365,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9833115214,9667927121,9692902968,9815110628,9638134081,9632376089,9586452520,9922410908,9737429319,9848197538,9819178753,9607707883,9620786561,9865265917,9548295831,9631598191,9765853014,9544390878,9768985722,9658471471,9583750485,9629237701,9805222949,9584460371
Qual é o filho mais velho de Meryl Streep?,29183236607,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,11475004070,11313224895,11381447185,11320446746,11496235414,11251452798,11337848040,11382883329,11297554041,11352467079,11311195246,11788349238,11440825843,11379445685,11283585690,11417382556,11352420923,11605323967,11317410074,11332701101,11270157517,11385680582,11365944594,11394463728
As rãs arborícolas são um tipo de anfíbio?,19937575685,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7797898550,7824312522,7856326673,7773763203,7782456431,7733660653,7853088571,7731302625,7764384414,7713524606,7784677647,7758749715,7732116221,7741803319,7733171874,7965772194,7786176092,7712505712,7831033976,7946105879,7765270619,7826508321,7731013143,7729090473
Christian Bale atua em Velvet Goldmine?,18721366011,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6990266170,7018013806,7050516475,7048781418,7090330421,7084371382,7124854411,7054021217,7254338439,7202141741,7180283410,7185761188,7176208935,7334315367,7228181221,7281900299,7271260931,7276783094,7299866633,7271928154,7224527650,7306798689,7276527077,7260388880
Liste todos os jogos da GMT.,17196449704,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7360522077,7243856651,7312963191,7239046867,7258184615,7247260397,7264381451,7352399199,7326115087,7241504567,7384494675,7258558428,7210595728,7369489813,7427964012,7342692735,7442641254,7212949770,7327503568,7436874273,7266355169,7351358719,7288640197,7306398680
O Isar desemboca em um lago?,16087382260,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6822172874,6822945879,6781386846,6766411297,6832396706,6665031486,6671907737,6706653109,6735680460,6732636274,6767818388,6704316595,6712634255,6718215297,6700613109,6854230755,6661456809,6746820565,6648484164,6716375228,6703298089,6721612944,6786603938,6778489474
Que aeroportos a Yeti Airlines serve?,59705834890,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9148970924,9054251480,9103151608,9104593566,9228349991,9234895315,9112917245,9134246762,9233895226,9278337695,9169799026,9196121114,9378737551,9476124169,9447989777,9363905367,9489733211,9459695379,9494523518,9419494842,9478525276,9616922656,9503848327,9490919924
Que empresa indiana tem o maior número de empregados?,15584203046,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6836361398,6804917236,6927811786,6872082849,6849054211,6981208497,6797167598,6771362561,6830727018,6788250761,6974253248,6785121110,6804770344,6714099778,6751383548,6868688241,6799778700,6786295659,6750605837,6756862173,6755798323,6728542137,6808613627,6889850416
Que cor expressa a lealdade?,19067707376,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7415957354,7553428775,7544596040,7390778358,7596185449,7439703908,7440558870,7420244728,7429330007,7389960625,7596748297,7415750171,7495189964,7410772836,7434501180,7408990468,7426244530,7476199516,7403886122,7405027990,7397427595,7523622478,7436429601,7460942911
Qual a cidade com maior população?,18482193959,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7559376035,7652297251,7504602068,7504269761,7499490629,7557019606,7481288012,7492985978,7544379663,7517305120,7514408385,7556361290,7655091507,7525380543,7643365233,7573444119,7534662903,7621630356,7565288859,7684722969,7541673445,7499104829,7532391700,7618298281
Quem criou a Wikipedia?,23774902232,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8516047461,8476110580,8657106730,8577765776,8585492009,8594759578,8525921139,8535507793,8687738329,8555437622,8671676321,8512302245,8633218033,8519481979,8662861486,8498986287,8650983126,8651254661,8639722329,8553660645,8613227813,8610803515,8540287953,8573317154
Rita Wilson é a esposa de Tom Hanks?,43333560909,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,11689344464,11693591564,11906799122,11623395490,11715902719,11684790143,11825164312,11861399967,11696871230,11824522977,11861885535,11798112567,12298511256,11947121530,11956949683,11900341807,11810494794,12034880077,12325154975,12039903680,12464486345,12062576204,12209737096,12328499924
A esposa do presidente Obama chama-se Michelle?,17119056554,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7689579630,7605859775,7664604826,7829360200,7697683685,7582128832,7626101964,7624241854,7823401393,7636775389,7676773504,7636404696,7814610152,7668817378,7634977048,7642947027,7641542226,7554583629,7821363898,7677909521,7788436729,7622932765,7659467339,7678534063
Quantos grupos étnicos vivem na Eslovênia?,22184998296,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9017693767,8770409933,8809099203,8779465797,9064177269,8935725793,8718306574,8915601079,8795417550,8785198284,8797625940,8801926633,8875030323,8673927691,8752541903,8880565880,8683847523,8626918115,8714598799,8699962335,8716921287,8993461280,8688156762,8822504110
Quem é o presidente da Eritrea?,18250410811,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7792063322,7869801388,7810222819,7727561764,7734102181,7746731101,7746598698,7728053791,7701439056,7719579740,7708762426,7670751263,7938610022,7739408202,7711164000,7767837819,7799621713,7706975975,7724988313,7704746632,7715655683,7709039133,7725765230,7778456570
Que filmes Stanley Kubrick dirigiu?,15212970759,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6777127356,6789208650,6881883578,6815775329,6814493919,6791106623,6760059026,6798298353,6897813910,6836661178,6887348850,6858244862,6809048306,6815443891,6836579032,6765091263,6907625820,6745943799,6758198203,6808915717,6919119827,6820291716,6898997617,6802535578
Quando o Titanic foi completado?,13631766455,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6010191768,5964104425,6035880840,6006925612,5992568142,5940923629,6077028836,6047566866,6115570908,6018418842,6023825613,5929041492,6060794364,6037505742,5982576271,6035798190,5983618741,5933098300,5977974930,5993430734,6050152504,5964138625,6001738113,5951354312
Quantas páginas tem Guerra e Paz?,15738074973,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6630764834,6666095070,6659702236,6587391402,6646802696,6621245500,6743222496,6552698531,6633742596,6640777761,6669364163,6617094424,6619894344,6632092476,6628315437,6658894663,6670268175,6542209151,6604778057,6593274223,6603618114,6681548891,6673722809,6669999651
Quem é o jogador mais jovem da Premier League?,26583074440,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9507846042,9453116338,9560266737,9386658354,9454702539,9563631379,9519617581,9489834384,9483793158,9468619148,9462618384,9462434119,9549733091,9487248683,9529343317,9415191084,9394771459,9413260646,9501019119,9413116616,9538103334,9494195204,9480074017,9429557241
Qual a montanha mais alta da Itália?,31281619994,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,12269616737,12082814436,12147107583,12187798368,12241061281,12018268823,12025851184,12047738452,12051228182,12078902960,12117983007,12198865569,12333245905,12103292836,12031995032,12123376517,12157569583,11979365390,12125258744,11947746920,11960915189,12244513438,11970379335,12278483609
Qual a altura de Claudia Schiffer?,27412952349,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10522136457,10593499376,10852941312,10703105372,10807662534,10778324625,10797749856,10477363995,10772078993,10608198651,10687510983,10634928441,10711415142,10734944428,10544517533,10637773731,10545205709,10628359412,10553469963,10598400704,10720762168,10690804027,10568168295,10591113173
Quem foi o vice presidente de John F. Kennedy?,47277997719,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10699640882,10696378352,10912080831,10629246914,10914476698,10953379256,11012395051,10789965287,10755702637,10765758208,10792394140,10659626670,11014158375,10753138424,11050468737,10921773858,10934044107,10764115751,10824144647,10906873311,10837580331,11078206836,11148659265,10889379274
Que subsidiária da Lufthansa atende Dortmund e Berlin?,16804936468,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9399901425,9186345346,9179452441,9102396761,9142470619,9181793632,9337968956,9196522144,9229873914,9264630505,9169120263,9190049149,9335161812,9305295401,9255564865,9350318893,9477902780,9392458359,9367246253,9372347200,9419053829,9530130480,9448019582,9493721026
Quem foi o sucessor de John F. Kennedy?,104063348019,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,67400635378,65699747987,66574941298,66204274339,65706479282,66721289344,66760910839,66714445349,67041580360,66496089410,66424040982,65773914732,65744650561,67306622867,65798126677,66720293410,66061895578,66815439455,66584850838,66195548576,66325307755,66421194256,65556942859,67662763774
Quem compôs a trilha sonora do Titanic de Cameron?,38726797672,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,13371347548,13130277115,13008597666,12935240202,12955044130,13044072251,12858651593,12990177426,12998343303,12766104043,12927191935,13074205430,13191396550,13021111433,13323494507,13078971350,13201306669,13251670013,13297596136,13282053052,13435040121,13407392436,13443949849,13209733346
Quais filmes Kurosawa dirigiu?,10771338648,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6793401016,6795818617,6899208985,6801558071,6806997296,6899824754,6783220033,6886895505,6756208308,6901648261,6822906779,6758389947,6970165793,6717658770,6914699294,6819128011,6845268326,6808027869,6791124481,6790727463,6779775180,6783110883,6795554711,6777061527
Para qual gravadora Elvis gravou seu primeiro álbum?,12290654503,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7685256727,7578478469,7667687171,7693510508,7724026736,7639026080,7668656540,7567204317,7694523767,7579637550,7817529799,7564059323,7739511334,7620124117,7673332090,7779819687,7775308914,7617641360,7724592679,7770906166,7732083761,7596730731,7720590213,7669425553
Em que fuso horário está Roma?,19816469125,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,12966585883,12781451472,12844933944,13037925591,12829669780,12732510647,12787203026,12843522923,12913821048,12939637697,12799719366,12782866088,12899279618,12918442394,12788863419,12808117253,12752111776,12875063425,12830849037,12872727238,12942364445,12907964478,12812058850,12875237929
Qual a moeda da China?,21182701829,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,12601017899,12376704374,12495352585,12549884948,12775432741,12356214015,12538802260,12575405284,12660595034,12397910830,13055794795,12692848804,12533972494,12438083580,12554842865,12724804525,12514133174,12752845411,12543241450,12507529654,12421030145,12618773596,12600492828,12862410539
Quem são os desenvolvedores do DBPedia?,15430315748,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9387187142,9255907785,9290791991,9257155112,9303131982,9371683776,9449124206,9352028396,9382798412,9386395360,9371505191,9276129649,9402754921,9294967212,9425126752,9292728432,9346415627,9401796187,9235454424,9337548352,9370325172,9349721186,9277946362,9397294917
O local onde Abraham Lincoln morreu tem um website?,65971559381,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,45877623666,46178181540,45084428820,45187372680,45531655187,45155965817,46315925905,45321795316,45500936757,45074085600,45185679067,45802545457,45027491772,45727161275,45000260902,45372378332,47224583760,45369205982,45282202431,44586785443,46135003798,45875061802,44514520177,45545447158
Quem é o rei da Holanda?,10597542117,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7488925131,7200258383,7297245913,7247790288,7226953570,7118529930,7094253961,7124739149,7080141885,7156597897,7136395846,7056419359,7232830366,7097030655,7240925688,7114952726,7207491468,7066680810,7153177647,7146568546,7091969391,7122965892,7250647037,7139076152
Em que cidade Nikos Kazantzakis morreu?,13090158255,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8056210146,8175637249,8257500303,8285026947,8257425517,8112563908,8130316085,8160551517,8067148100,8102530859,8195059341,8178333729,8150879388,8059402298,8147849075,8105824876,8115482660,8098472062,8149166945,8135917431,8307042376,8134291569,8135680074,8187426805
Quem foi o pai da Rainha Elizabeth II?,18647260934,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,11346361093,11122828192,11328419392,11249212265,11256733819,11161232556,11442053216,11133426176,11289048890,11438858776,11337052092,11611768454,11256909139,11232337018,11462738974,11069624489,11207212840,11132958651,11324523611,11223938270,11185143133,11139502036,11386627158,11382508076
Liste todas as aves que correm perigo de extinção.,11197963787,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6810796057,6785370358,6863941115,6719780965,6813979869,6769223954,6778642598,6682602967,6713699235,6727012001,6755506890,6711367935,6717633333,6828261560,6747755150,6801562099,6874521391,6870336471,6722943564,6888090269,6802036920,6881148266,6849030584,6783641263
Quantos habitantes tem a maior cidade do Canadá?,96364971459,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,16026913097,15781986993,16009113354,15733479244,15891364043,15809924350,15767495209,15870376879,15989500378,15749169753,15595600572,15838018298,15894166373,15814914024,16108333054,15856727540,16016402929,16047454165,16054945304,16157989029,16393271906,16567928768,16545529765,16673673261
De quais conflitos militares Lawrence da Arábia participou?,39410041902,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,11024730118,10947343251,11068546354,10836939723,11227969237,10818808311,10957609443,10991230075,11127316608,10948597155,11021882620,11010912300,11064210719,10977095647,10961561289,11112392911,10981079542,11083616872,11036506337,11083626061,11075322480,11269219207,11287051851,11375021256
Qual o livro com maior número de páginas?,11985628225,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7866466970,7693760222,7904217972,7860772703,7813117141,7801438460,7856296609,7602878357,7769996318,7764176371,7780847575,7711442383,7817774536,7823129614,7785406773,7866877952,7896894810,7693510577,7651074362,7709911785,7684817878,7690144401,7638548271,7882552030
Em que país nasce o Nilo?,12499635578,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7854762545,7879212635,7977709100,7883654885,8137815587,7894842675,7889551070,7945902906,8007613640,8127811093,7889705195,7905273284,7924110158,7918586173,7928687879,8017220653,7987287733,7877159893,7900398048,8088707195,7862141412,7893763002,7962653401,7915889575
Quem é o piloto de Fórmula 1 com mais corridas?,11848345073,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7223945780,7093422511,7123938691,7092882826,7101786682,7101557754,7110758592,7258862745,7083652508,7107979709,7111018538,7097563928,7125215611,7134782808,7057679978,11349250754,7138773533,7089513487,7092839954,7094527111,7046478115,7064919851,7097044542,7238310953
Que companhias produzem aerodeslizadores?,12562368691,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8098829463,8118303936,8013804887,8180694764,8086219461,8081403861,8099720951,8044483639,8139863629,8034447529,8118492062,7992394856,7984967979,7982368453,8058388223,8096997349,8171416295,8006617843,8071500548,8041526165,7974583328,7967435266,7964488920,7933461437
Elvis Presley teve filhos?,16519109614,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,11484306315,11515741339,11395020993,11390668504,11385678456,11402429764,11436239772,11290873486,11442094021,11283956162,11503438115,11362342887,11366264185,11374731906,11374095874,11403019625,11490715223,11407146890,11495980633,11415708578,11452600342,11380261641,11368148727,11536234074
Em que cidade o presidente de Montenegro nasceu?,87722010955,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,17195440666,17079235778,17129954584,17152939745,17081525808,17092015517,17138032179,17151927552,17155460653,17113918130,17264734541,17304122700,17303939935,17121649008,17357882826,17199657162,17347740787,17328956880,17574429271,17543587363,17779037126,17460489848,17635857306,17792800173
Em que país Bill Gates nasceu?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Em que país se fala japonês?,15461801510,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8727785906,8559195704,8587198761,8645239290,8623959107,8801894985,8608197452,8577481881,8745265472,8619938135,8590854330,8771077055,8708124767,8692721284,8650865367,8555358689,8597535412,8770847898,8546026701,8609200795,8669406469,8624431978,8617103454,8561668088
Mostre me o livro que Muhammad Ali escreveu.,80971588570,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10473691888,10262412437,10427849932,10302988717,10427786056,10309040610,10260476774,10412710558,10405893904,10345927728,10508599500,10359910358,10421147293,10290056076,10506868025,10416670680,10597478287,10509585794,10524151350,10522379975,10482900959,10436339432,10708448483,10522276619
Michelle Obama é a esposa de Barack Obama?,26561349765,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,11697157152,11978272997,11686403964,11567104829,11744502195,11826925737,11693894311,11631689553,11778310726,11917996374,11743000884,11788654962,11839072343,11710934676,12029385246,11838561604,12080363642,11889715308,12017625854,12520074308,11992628964,12450873652,12192103703,12158974573
Qual é o código de área de Berlin?,11648049880,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7588893299,7454387809,7504844857,7388793125,7497913834,7428013323,7481275247,7536219929,7505542070,7357971371,7486489230,7378183862,7518044923,7403089955,7389733615,7385149746,7420776631,7411782167,7359387772,7428902552,7524425593,7524794339,7434000219,7416242311
