;base;base;base;base;base;base;base;base;base;base;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n
Breaking Bad tem mais episódios do que Game of Thrones?;10652058615;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8899274971;8924513597;8885581128;8954411498;8921978736;8903655411;8859229420;8881816188;8972452683;8907793421;9133939729;9089226788;9114287708;8980569614;9175572213;9345278548;9308027929;9209298306;9351762844;9338873692
Quem era chamado de Rodzilla?;7715567509;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7642269032;7833003070;7823365238;7655267973;7624990093;7668848832;7681618379;7765223350;7664332491;7697534352;7721339174;7709278122;7790015562;7692823988;7727756377;7784268516;7671069278;7704029949;7684280801;7686607897
Natalie Portman nasceu nos Estados Unidos?;24877081734;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8646042611;8633070809;8734886780;8512439386;8545475753;8688341741;8554957391;8594026359;8700458789;8650418671;8841582475;8616153005;8651126783;8840219310;8765200022;8845673476;8942047353;8929240207;9130942893;9079476017
Mostre os netos de Elvis Presley.;49407826356;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;45034027052;45021209431;45620145973;46663811049;45079855270;44593625412;44947392928;44725702715;45585743191;45314439683;45043183990;44823062566;45388847896;45697215648;45161158669;44935745647;44869096303;45342966688;45163276709;45099213284
Quais filmes protagonizados por Mickey Rourke foram dirigidos por Guy Ritchie?;149291842989;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10307267175;10205662460;10366207949;10406408858;10218195225;10293177573;10323732257;10418220795;10384266456;10253189197;10670394300;10447425751;10518448788;10815104220;10743753543;10830638948;10892190474;10839493936;10881592482;10745865331
Quando morreu o criador de Drácula?;61363043300;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;52497185783;52319988795;52292540032;52135604920;52853254879;52910709583;52142890949;52320866562;52720104038;52796654969;52740216658;52518315043;52593348602;53058875700;52548767726;52444684334;52780929461;53835252949;52645647245;52712889556
De que país vem o criador de Miffy?;23486002046;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9823528527;9846362516;9890128580;9812219107;9849653055;9862901232;9873420796;9910388341;9819236114;9751400069;9692978311;9876664595;9846486118;9848216222;9819076668;9852690964;9689694935;9762840728;9812622455;9737025504
Qual é o nome verdadeiro do Batman?;35953664452;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;15163937942;14994031678;15073865417;15005082987;14857525818;15056175845;14882349935;15151923358;15064732762;14982566880;15152697761;15186076222;15183061962;15211550776;15138606772;15054714290;15284754546;15016429302;15348481265;15222900561
Que forma de governo a Rússia possui?;28675242381;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;14174048384;13972792690;14402432800;14424982135;14267846430;14292897851;13974480682;14186858079;14454984413;14338423542;14383440359;14556714275;13293689370;14267062740;14356840083;14376417524;14540427612;14261438212;14376727106;14561790051
Quantas companhias foram fundadas pelo fundador do Facebook?;47382310112;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;17114357917;17108128088;17310956588;17384158409;17212951795;16920265722;17333549005;17089986860;17383309267;17368451153;17151636605;17405992217;17573437155;17369089674;17194660074;17415638742;17385946032;17603458143;17312974526;17466335879
Liste todas as gravadoras canadenses de música Grunge.;31912501544;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;28221137932;27899443790;27789535569;28323974783;28065421004;28070048285;27785356397;28093851369;28123811451;27988974216;28046778203;28208989147;28177648281;28510275188;28282149689;28169282860;28325836125;28179480173;28005311480;28180115126
Quantos filhos Benjamim Franklin teve?;6384685737;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;6293829561;6398567580;6483137934;6460109933;6316788489;6393691339;6261646267;6490045727;6303851263;6357504063;6331044392;6384267252;6419899863;6390898219;6422462087;6467292664;6417308398;6409851220;6453596051;6403967326
Liste os filhos de Margaret Thatcher.;12032280826;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10770372905;10812474801;10912638006;10929324570;10946059176;10949707224;10902945255;10918927397;10892932384;10813430680;11020958308;10902718538;10856742815;10922534764;10948010096;10899262851;10926756366;10938512109;10909375546;10918728219
De que região é o Melon de Bourgogne?;45402286969;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;14723265739;14611805852;14622561559;14512389601;14707992677;14520282893;14704440772;14816126237;14556449336;14631294524;14880782221;14850544023;14961495401;14961848222;15103838340;14973164898;15469449132;15214274067;15326280716;15280226932
Qual é o filho mais velho de Meryl Streep?;25679596059;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;16040932599;15979938718;16001273122;16083867338;15997280874;16368658454;16047678081;15986916338;16258846393;15979909053;16450599860;16020853475;16090151203;16497646786;16338850635;16451661923;16341432416;16340859530;16275276879;16749941135
As rãs arborícolas são um tipo de anfíbio?;8878780213;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7736010483;7939066601;7856368533;7873881807;7752824062;7880158656;7932246176;7850963281;7937491368;7791833444;7909741630;7735436352;7763632715;7849104075;7834473133;7885325614;7956468821;7856749761;7848502435;7872502332
Christian Bale atua em Velvet Goldmine?;7402948201;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;6977328660;7024847820;7124118378;7134939575;7031733319;7120624711;7161968352;7230240755;7183919830;7131673574;7210706289;7217496177;7176548433;7274841949;7192102336;7469876100;7339453894;7327092650;7240717223;7344109875
Liste todos os jogos da GMT.;10145357529;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9852660318;9776554425;9716596247;9668062264;9571273834;9701498863;9617514062;9765384474;9699752820;9739681186;9841075658;9652706207;9611316116;9716436477;9867224728;9811595815;9748911146;9872128312;9709002376;9731866013
O Isar desemboca em um lago?;15082807070;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9001568394;8812906763;8865388928;8872589754;8852823011;8853768728;8913024159;8914422227;8632191943;8595650524;8764472858;8779300832;8821373710;8839719096;8843013173;8969644568;9175092561;9086264911;9263496784;9034088269
Que aeroportos a Yeti Airlines serve?;24931252449;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8965539174;9137955376;9103210861;9099477874;9057485402;9129739897;9144499644;9204703066;9123081701;9028868955;9258845347;9109496689;9336423176;9353390622;9348086924;9522542930;9450708134;9560084236;9267098883;9477442563
Que empresa indiana tem o maior número de empregados?;7764533446;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;6892393624;6833745942;6900723561;6820432358;6821998200;6922215375;6839172634;6906251603;7041805603;6753286296;6938764608;6990730079;6964307051;6904710691;6908341408;6830547565;6884092516;6917283000;6861709012;6893745610
Que cor expressa a lealdade?;10606560020;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7542736005;7449645281;7518418960;7520003391;7560981255;7406294607;7575514149;7438234268;7542894156;7431690686;7535570876;7468251982;7573232296;7534699136;7510037000;7455987926;7483995740;7550034963;7488164801;7486103089
Qual a cidade com maior população?;7954020312;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7654779671;7534180668;7500017187;7648863278;7557172579;7658979533;7636056011;7603986328;7670593032;7557791854;7565133886;7566616818;7607520994;7555680962;7643944560;7644667673;7659233391;7637756786;7567572409;7656050371
Quem criou a Wikipedia?;10351948925;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8525613020;8379143753;8592777036;8439427380;8409732636;8549816942;8372432397;8380437670;8483377414;8579053737;8567824932;8588466742;8425209266;8555274657;8462868096;8565825728;8416861736;8504103789;8527603090;8598041036
Rita Wilson é a esposa de Tom Hanks?;15100290072;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;11420701633;11159004320;11358587601;11343381774;11373871029;11326403335;11164337892;11358306180;11331747111;11454741431;11533340823;11590736208;11349810272;11491708735;11462556846;11499354850;11562992366;11816456131;11945890362;11499426580
A esposa do presidente Obama chama-se Michelle?;22664459567;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12690174633;12735215164;13303301406;13155513986;12783443148;12924133329;13014452949;12874662884;12881047646;13022550366;12943266581;13010945151;12961482435;13053297869;13434908913;13281397223;13242128050;13116720920;13076987734;13299323463
Quantos grupos étnicos vivem na Eslovênia?;37800802355;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;11433689735;11660406604;11039234839;11246283839;11288947197;11305621738;10959769978;11364783878;11493402839;11214355017;11529641483;11411550253;11445025642;11472913629;11180920588;11442467814;11337725440;11225126923;11280105741;11429753618
Quem é o presidente da Eritrea?;14463307621;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12438167304;12189343702;12401462643;12768958217;12504041719;12460451057;12211209853;12349332540;12314461864;12345953494;12340135692;12500062761;12128359371;12330642048;12469896574;12373275981;12403459512;12484630000;12127150933;12307251916
Que filmes Stanley Kubrick dirigiu?;8361847608;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8282711621;8235855256;8429709558;8289374450;8359124380;8246233365;8315521531;8226701457;8250195766;8294354538;8284960292;8320541481;8302409725;8181328010;8333503518;8237668553;8285719623;8372631513;8302322903;8340431920
Quando o Titanic foi completado?;7605947405;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7210343260;7288933644;7201697269;7256417216;7272887806;7185859297;7179148503;7265025043;7212453664;7234857377;7314096793;7243549749;7276071346;7197181557;7214842626;7270484185;7401072313;7173865831;7230622552;7151796944
Quantas páginas tem Guerra e Paz?;31940773157;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;18786341371;18467601517;18780678355;18591285321;18307848838;18734652855;18607779077;18695972827;18756074379;18720306931;18665001509;18618327194;18890397687;18729221334;18707705033;18753163013;19170076196;19384713441;19732447180;19312193927
Quem é o jogador mais jovem da Premier League?;10169178295;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8992329798;9016159639;8972259828;8990667749;8968152902;9001558418;8911469600;8935052928;8960618275;8886906890;8886703109;9001528119;8927200379;8855276116;9007621750;9068526200;8845264733;8989748967;8915576498;8926488965
Qual a montanha mais alta da Itália?;15224573596;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;11617587104;11443184231;11707365386;11629320990;11605146325;11590093915;11522060447;11479851502;11639048872;11497772685;11623667291;11600302400;11633371509;11624695287;11524971393;11402590067;11668784933;11547001871;11640058561;11552974801
Qual a altura de Claudia Schiffer?;10354398648;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10248670712;10194204327;10158677448;10246310472;10296249016;10667636236;10286614124;10179251373;10333172860;10286341785;10281237339;10399776648;10404354746;10480498290;10268871230;10351870548;10333408625;10366822541;10257244131;10354974976
Quem foi o vice presidente de John F. Kennedy?;16303693928;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10520327883;10423459115;10498388614;10409702505;10349546099;10466929782;10457800710;10373712623;10464284272;10550723412;10496770577;10462312290;10691050931;10531149317;10866370345;10628927126;10733726098;10652213898;10512091290;10702362180
Que subsidiária da Lufthansa atende Dortmund e Berlin?;29572643866;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;24095688912;23966725025;24201894048;24110442718;24344799590;24192248232;24180822856;24447563743;24139070670;24165554743;24193906329;24030886791;24142936905;24676816322;24417411412;24431814006;24681740081;24286878016;24634355171;24296582963
Quem foi o sucessor de John F. Kennedy?;68814274917;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;65142799493;65260123060;65965447692;64408428483;64891677112;65029189933;64286705404;65062618330;64391099003;64125889783;64609310176;64055453323;64852921280;64581640181;65001501851;64743650354;64241325102;64800756106;65555656638;64272074718
Quem compôs a trilha sonora do Titanic de Cameron?;24460311568;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12621090855;12680528123;12605942620;12542504085;12572647084;12672593461;12624445322;12637643579;12575151233;12597813443;12721580516;12697492111;13006143576;12738079108;12930271822;12964606628;12883603636;13046546976;12867046656;12996849168
Quais filmes Kurosawa dirigiu?;8751338076;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8552265030;8588964685;8634637164;8615867445;8542830857;8530093494;8578748486;8456880810;8600948745;8503724345;8547222463;8670302255;8572943158;8545062369;8650225305;8644548954;8571474282;8766499220;8632041466;8540525611
Para qual gravadora Elvis gravou seu primeiro álbum?;52316534525;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10145763352;9967327892;10150121006;10114713680;10154233434;10132461834;10187212246;10018681278;10158640591;10194683894;10074434879;10095579685;10342850200;10334039050;10540634848;10337401872;10632768476;10335133654;10575654470;10648290983
Em que fuso horário está Roma?;13121262274;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10819055219;10619774908;10549563736;10569530331;10597307054;10494520936;10697072484;10671188522;10534057818;10523419014;10730727427;10758045097;10587930038;10528904684;10724612885;10716928650;10550539016;10612979766;10707119223;10701753380
Qual a moeda da China?;16855038270;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12075746221;11955872691;12084320719;12004115128;12165544252;12326289538;12043300307;12012710804;12171448871;12081696489;12528115740;12191291097;12013035225;12181100589;12298928781;12190524145;12447373179;12683297648;12025703420;12302380650
Quem são os desenvolvedores do DBPedia?;11258132433;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9113416860;9152444553;9158312568;9172014740;9086792706;9218513897;9074426028;9116352197;9141991794;9077837177;9159803068;9129041199;9106709899;9103355648;9154595183;9130972239;9078481682;9040961633;9128057337;9062898592
O local onde Abraham Lincoln morreu tem um website?;44847315978;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;43013062546;42464594490;43678610349;42965938840;42721379461;42995498987;43026808969;42232995150;43541684036;42564230401;43271458887;43347559450;42629530879;43698737994;42762250241;42965614974;43140329700;42984292678;43435977701;42711822214
Quem é o rei da Holanda?;11667595751;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9970941741;9872373035;9973872172;10000936514;9969165758;9974340642;9963203267;9927080792;10009644155;9877569398;9969078536;9844816335;9987083662;10031664826;9942723013;9858619942;9875847859;9870803801;9967473308;9802327482
Em que cidade Nikos Kazantzakis morreu?;7641614924;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7445324291;7273988865;7371940620;7427778901;7360572685;7304106373;7301458570;7412347227;7289345635;7328303190;7321487124;7469537868;7354844860;7343356104;7368572225;7359146874;7464948746;7483701317;7507694584;7232661051
Quem foi o pai da Rainha Elizabeth II?;11459869404;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;11377657663;11118307966;11498273374;11448912025;11065219153;11308393731;11343712892;11227509833;11562680235;11044735029;11229682263;11184125665;11187098936;11413566901;11080524123;11100532736;11016747666;11384973984;11203778306;11434202763
Liste todas as aves que correm perigo de extinção.;9043765862;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;6898814194;6720966787;6820683610;6781380221;6882927021;6798033696;6742123970;6884444392;6823842290;6790813705;6763452805;6748938057;6784976105;6823524002;6830779879;6709071378;6866347593;6889126373;6833710226;6729952582
Quantos habitantes tem a maior cidade do Canadá?;60493190083;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;15280746262;15080718353;15183320483;15260943089;15089990157;15243746426;15514794996;15052148807;15178658210;15021747884;15166978190;15222492432;15280269684;15464329859;15423022082;15212339008;15599628653;15396058528;15633439161;15342667832
De quais conflitos militares Lawrence da Arábia participou?;23971671183;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10587788743;10526662035;10710736097;10630130699;10542296152;10657119495;10592519352;10636912850;10594275122;10551800111;10673910021;10873870675;10672349432;10766410893;10715930506;10695468134;10671015979;10714311515;10721221111;10708022186
Qual o livro com maior número de páginas?;8802240766;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7756420308;7759843235;7788743885;7954630771;7716987118;7768377129;7749510537;7752414377;7714094901;8036903715;7901942182;7800351202;7935086354;7861495108;7795845884;7791772788;7796183081;7794595528;7818527768;7761830727
Em que país nasce o Nilo?;25780853211;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9814599309;10011170159;10041263435;10053336504;9908480875;10032776812;10003317276;9903383376;10093763774;10021612461;10052138745;10050803295;10125914488;10036642184;10175083148;10242783424;10243854176;10100330807;10085539086;10287101257
Quem é o piloto de Fórmula 1 com mais corridas?;19546716659;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;15118686545;15254172790;15388022498;15292478971;15241425233;15092256128;15326682653;15276805087;15180586690;15469074109;15275935592;15371417180;15315685322;15415196384;15347345289;15315273144;14588432642;15375704723;15301355733;15285742533
Que companhias produzem aerodeslizadores?;8046319478;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8067659152;8034347320;8023731683;8063632649;8249947570;8098502414;8000284117;8136978386;8120380892;8138069576;8155303705;8282552189;8187806463;8245885995;8133861346;7954063620;8264926565;8263356556;8059781395;8003319827
Elvis Presley teve filhos?;11213188873;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;11050875533;10892248865;10945754483;10916021388;10972300373;10902247470;10918660709;10836494088;10976064877;10968577834;10952196420;10855290895;11035641266;10866276158;10884886351;11009270222;11010322109;10979723019;10990384012;10806093268
Em que cidade o presidente de Montenegro nasceu?;51978738133;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;16625331775;16588560348;16390410580;16351907254;16551655247;16314867890;16356145641;16391857364;16556794478;16648395113;16508456103;16406701636;16600831479;16801408398;16660112701;16666790529;17161446417;16781898878;16776444824;16841565124
Em que país Bill Gates nasceu?;7731740737;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7548305935;7444684830;7557073600;7548855526;7583527688;7518038173;7587024280;7468184281;7547588295;7501993391;7517821457;7578632711;7493230168;7537410386;7556622711;7621056405;7513718324;7466351134;7623675474;7473178763
Em que país se fala japonês?;8780074928;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8797338995;8785571119;8773893804;8690229291;8709591488;8690862531;8717510870;8711461885;8815637070;8856441382;8838264777;8761501271;8703168640;8833562861;8608205514;8707683013;8786304782;8761118361;8665317417;8813351278
Mostre me o livro que Muhammad Ali escreveu.;42141323540;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10195917057;10213997302;10343451297;10053535401;10213433868;10323889038;10169159588;10188394990;10352717071;10382502863;10481786505;10229193101;10231024812;10301413029;10309741762;10416664855;10245930654;10352310033;10453592453;10389302929
Michelle Obama é a esposa de Barack Obama?;15353368582;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;11183397619;11386593779;11630023750;11561819603;11266322428;11345559506;11343532995;11670825573;11288925711;11357115654;11403015087;11480047886;11418333057;11406031367;11524836535;11475074500;12042816780;11605907197;11636352796;11651220786
Qual é o código de área de Berlin?;36189040453;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12925182320;12904566288;12719902073;12919624245;12847555019;12802055294;12920395364;12772252153;12836301379;13002632713;12846159600;12834027677;12953428737;12873916569;13194875803;13166027183;13260123988;13206681477;13350057009;13282347890
Liste todos os atores que atuaram em Last Action Hero.;90849120804;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9495111750;9399489203;9374007745;9308900992;9385388423;9382310200;9440913928;9302975814;9485215801;9408148056;9617072087;9378918090;9538197402;9491648076;9519568547;9497408044;9650162961;9660422790;9877689892;9907684057
Quais são os apelidos de San Francisco?;13899498292;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;11400418749;11272967538;11486001733;11389518763;11393432845;11563521768;11245815860;11454796331;11479266958;11189599113;11257008626;11285830122;11342033366;11531124591;11187318801;11476875074;11307028319;11346155235;11423453422;11409844825
Qual foi o primeiro álbum do Queen?;60345150414;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;13217914187;13515768796;13354529651;13166845375;13169770766;13188296738;13214422599;13144820816;13407603880;13258249882;13446758009;13163627463;13302650946;13356134148;13670539517;13531370751;13510383320;13481865763;13341668461;13410136455
Por quais países o rio Yenisei passa?;24311691327;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10176702243;10393545577;10341472967;10236928209;10335901710;10403732404;10511031649;10446990866;10259034232;10269446640;10396294226;10484871418;10486440550;10375338758;10307431617;10397463606;10558308267;10532273390;10346439011;10508143327
Quais séries de televisão foram criadas por Walt Disney?;19534658112;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12008870556;11983937397;12069627115;12048465686;12192528970;11963615689;12000863536;12077586018;12232485557;12118085951;12193554604;12259537620;12227834045;12240486100;12315692617;12454757727;12267556639;12440062743;12379900962;12511430457
Qual a ponte mais comprida?;9198140682;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7247327683;7210175747;7248047471;7173432555;7171861868;7110320730;7135709344;7142984905;7266529450;7186281763;7194912648;7170434811;7315769627;7219277646;7109926702;7225505479;7193980256;7116404054;7254807316;7199555818
De que país é a Sitecore;9498977074;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9538440271;9501769795;9513133801;9622971366;9567793716;9645232043;9645329070;9570483986;9584800433;9579461158;9586642427;9495653375;9612438016;9628836796;9547947765;9616008120;9576601920;9563125952;9534694914;9436829281
Com quem Lance Bass casou-se?;7711986812;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7381448013;7321756802;7478086410;7461672243;7438180844;7370595352;7438614065;7531324282;7417010108;7475795586;7409101538;7423291472;7425579833;7367534408;7384667456;7449576473;7441218951;7364181865;7425479692;7394197637
Qual a capital do Canadá?;18995983262;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;18736464488;18448706559;18623777072;18736051489;18660933524;18406090329;18300873612;18588626353;18484617616;18276807485;18452494116;18538004494;18633995762;18697098920;18693368539;18575457093;18747904176;18589624865;18738407003;18440272899
Em quem Vincent van Gogh inspirou-se?;7303664494;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7064379276;7201420573;6947368576;7094720988;7030041623;7082992444;7164478112;7074565012;7029288872;7085088226;7123009668;7075013556;7278532661;6975870424;7085257945;7107115373;7071029882;7150893451;7148012569;7163139878
Em que cidade John F. Kennedy morreu?;7346894802;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7348922609;7167079350;7183098245;7200918348;7199822855;7315288111;7296626371;7250200573;7229733589;7359904363;7251285257;7259482213;7216036034;7281812701;7239910891;7256591695;7275450567;7233805917;7281207124;7188332816
O presidente Jackson dos EUA envolveu-se em uma guerra?;37345671452;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12274443316;12322525184;12433201342;12262643072;12435729191;12413837345;12372490195;12376423363;12308631713;12337751090;12499742139;12458148010;12471476811;12368793865;12740090252;12531230579;12719471716;12559277041;12753080965;12918873432
Quem escreveu o tema do Game of Thrones?;23796963370;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12587863214;12577249247;12591630059;12441706074;12584208534;12493204302;12389260798;12630370596;12541379850;12607084952;12759493905;12473985903;12447087914;12644596026;12752480767;12597020280;12679077921;12733648527;12772948478;12691890637
Quem projetou a Ponte do Brooklin?;8893474757;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7694366729;7705977936;7703790596;7661565928;7772405835;7652354716;7735452459;7781150711;7724848947;7653872167;7727071921;7713194992;7728876372;7638224209;7688027786;7815586469;7649444219;7685888935;7720125581;7665242148
Quando Boris Becker encerrou sua carreira?;12989357964;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10673465675;10676016725;11028484666;10744138348;10757957533;10738385757;10841588955;10853589826;11000383376;10650261797;10796421079;10636161543;10619391843;10752056257;10820367822;10820424213;10952919758;10797470912;10951900355;10846274822
Que tipos de uvas crescem no Oregon?;144995013523;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10239856001;10401210537;10246051603;10399475896;10329434393;10232770321;10335073072;10228043462;10236129290;10297558645;10358161643;10282223529;10362582229;10399171709;10479076077;10417667991;10285832676;10355132156;10325769199;10393443564
Qual a altura de Michael Jordan?;10447413132;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10170315576;10300498608;10186625365;10242009840;10378254440;10305366254;10250240841;10455773831;10322576112;10400879060;10298605089;10299119944;10216771714;10380657072;10289370168;10217072025;10179961825;10477961846;10242854527;10414527947
A que partido o prefeito de Paris pertence?;27478223052;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;13252141298;13023154376;13350827460;13434346448;13352856549;13344738749;13299012239;13266995200;13104730042;13246137688;13355760130;13558908036;13734231337;13526219788;13748280891;13866289406;13762501374;13853715471;13778472833;13638811002
Quem escreveu o livro Os Pilares da Terra?;10109525934;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10201345631;9965098032;10128416926;10222797398;10074997221;10215214663;10147009094;10157140902;10079545364;10115037916;10237712174;10223788676;10159325855;10092951818;10110799738;10168913957;10101564242;10105428245;10111125697;9981904715
Quem foi o 16o presidente dos Estados Unidos?;12554399268;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12223642406;12339821823;12279937128;12518020936;12232548657;12216561138;12352601376;12376050305;12227640130;12255265184;12226046501;12147608347;12265742670;12549998909;12180589391;12313817613;12227521209;12331634770;12196607015;12678415447
Qual a altura do Monte Everest?;10324266400;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10405668875;10366585999;10389737024;10425498200;10307026950;10548296305;10421613181;10510980240;10496393279;10334763245;10391875439;10268861423;10338544704;10309439825;10363033570;10436688418;10356255420;10166322722;10281177476;10321972462
Quem foi o orientador do doutorado de Albert Einstein?;43037109648;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;39630836844;39512600875;39393203049;40026657480;39278195692;39993005540;39677257485;39315591523;39920775361;39297333841;39395720094;39812987675;40288136521;39895506594;40659226721;39743511058;39990787179;40340336894;40341291227;40611136610
Em que cidade Sylvester Stallone mora?;8043635912;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7770284930;7850291242;7786854446;7766662021;7836178283;7718409531;7951192440;7733818654;7803674137;7867231577;7766846827;7761278787;7735085286;7840523041;7704779761;7783516632;7698098755;7779794035;7789117515;7701272074
Qual a moeda da República Tcheca?;10724144429;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10239993486;10241224896;10218137917;10387971420;10483727434;10278871780;10358734491;10360186524;10181566178;10318746895;10270076065;10367482802;10359751041;10202992605;10316997226;10403057816;10451188852;10279474071;10415676612;10325034919
Sócrates influenciou Aristóteles?;8497099559;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7274127808;7270148797;7234945941;7365012317;8036182037;7324463222;7397857429;7329984088;7302644808;7441210352;7338868730;7292451135;7363452527;7249496462;7389649237;7517294258;7347186299;7481867174;7401132952;7342466877
