;base;base;base;base;base;base;base;base;base;base;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n
Mostre os netos de Elvis Presley.;33896015720;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;33424618331;33424176042;33927068055;34935149241;33461705521;33093850339;33282295731;33038198268;33737882286;33808124362;33454168748;33268449983;33687979521;34009974476;33495938484;33305954526;33136754256;33639656586;33671599777;33471840522
Quais filmes protagonizados por Mickey Rourke foram dirigidos por Guy Ritchie?;140026895872;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1406129333;1371103846;1355296354;1341495346;1363367003;1365692296;1385594671;1427676831;1376054928;1357629857;1431922034;1384035306;1451514034;1534841935;1541852835;1590259312;1612916817;1597378450;1641084295;1622464350
Quando morreu o criador de Drácula?;44273915008;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;39876152415;39828301850;39768670844;39596566588;40400853812;40329776436;39629869335;39470539717;40114005286;39833597002;40015033472;39863188155;39967262983;40338474755;39803025751;39802093261;40308124256;40553162729;39943094841;40201679650
De que país vem o criador de Miffy?;14633294243;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1378536535;1348183399;1383962420;1375717754;1327473099;1368278389;1376195933;1377520222;1370314178;1367313947;1397389423;1420011357;1391965823;1435755690;1428502684;1430794316;1433604094;1425901824;1465513118;1481205166
Qual é o nome verdadeiro do Batman?;23310583407;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;5137861077;5148219854;5063633741;5075096822;4954243061;5097101231;4988651730;5139996792;5123689058;5132945573;5276448350;5170343141;5158510380;5240617039;5187471834;5170410532;5248508397;5173584091;5285492185;5264802359
Que forma de governo a Rússia possui?;16490457645;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;4909067394;4848752224;5027268861;5160952532;5031164162;5002436605;4902341549;5026468390;5070009156;4977711506;5049838967;5332098931;4056130697;5037809820;5080549488;5090692274;5244357244;5036523132;5223014214;5202270946
Quantas companhias foram fundadas pelo fundador do Facebook?;35927526984;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;6909664589;6911939392;6939381880;6873066817;6876586312;6720407007;6875942370;6852736065;7002046949;6932497521;6841482427;7112044401;7125307764;7063576919;6890763677;7178846262;6932496612;7216296555;7091671396;7116135813
Liste todas as gravadoras canadenses de música Grunge.;18097527716;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;17632014196;17532473604;17349247561;17793551360;17593717971;17517360277;17291199453;17680244209;17611974092;17338744338;17568523731;17761359769;17655276862;17882665573;17601500025;17479707079;17750473188;17597385270;17598005925;17604624972
Quantos filhos Benjamim Franklin teve?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Liste os filhos de Margaret Thatcher.;2459179965;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2388893198;2367210397;2419860022;2494299522;2393034164;2454166222;2394585661;2424239300;2399865749;2427525672;2468286889;2405247837;2431323965;2467457085;2403405105;2444771149;2475553496;2427914214;2488853291;2407803104
De que região é o Melon de Bourgogne?;30580551165;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3245787442;3148879981;3104467153;3029109516;3124244811;3008852139;3171524292;3230861865;3169387809;3176666379;3298717143;3273914115;3429272081;3505478935;3486072859;3474661016;3857324664;3489549942;3794956156;3868586556
Qual é o filho mais velho de Meryl Streep?;15627005115;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;6146391330;6155734065;6240846137;6200093447;6166020754;6259835735;6132887472;6139175923;6214411411;6171016799;6305499484;6259343455;6243853302;6588111033;6459038300;6459447896;6446790705;6466003922;6445190584;6802128749
As rãs arborícolas são um tipo de anfíbio?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Christian Bale atua em Velvet Goldmine?;1118549687;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;821729978;825620529;860735281;832896393;853860172;846032886;892113637;904735441;881084927;899619181;948507678;982683627;997203298;1010484064;1033013050;1096773699;1069633419;1082600283;1086287270;1071579537
Liste todos os jogos da GMT.;1461066721;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1606564765;1524670322;1473203738;1534399789;1470216476;1525733972;1483975967;1480989632;1557862308;1518667163;1478544667;1482587059;1535851788;1504136777;1547662201;1550075076;1539124341;1588648320;1524639914;1581084159
O Isar desemboca em um lago?;5624471830;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1439552964;1447959850;1466278776;1476945067;1519549797;1466002078;1474091430;1513907141;1505407670;1464545252;1522312823;1542162176;1638826353;1576156862;1692255344;1799278766;1953175977;1915859660;2169153810;1817430192
Que aeroportos a Yeti Airlines serve?;12778926302;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1362726188;1349214581;1362021053;1354192087;1384482505;1367485577;1392142793;1405704854;1398440817;1393179533;1495531098;1487586942;1539378436;1582994811;1581173085;1707104606;1702107255;1829569501;1689090688;1705593762
Que empresa indiana tem o maior número de empregados?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Que cor expressa a lealdade?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Qual a cidade com maior população?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quem criou a Wikipedia?;1381615589;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1352228870;1333903518;1397167746;1343732023;1422582480;1355835521;1351424277;1370901458;1347117650;1474481944;1388004149;1375792508;1366664595;1404409178;1395462687;1413866342;1382327359;1389131900;1398321185;1418322337
Rita Wilson é a esposa de Tom Hanks?;6452299884;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3044633833;2883535764;3024074855;2925433957;3013606215;3033813799;3023527287;3028244923;3031006892;3048890812;3084483987;3085532519;3045446530;3102928191;3186985981;3196665740;3267164818;3332792665;3595826299;3211518057
A esposa do presidente Obama chama-se Michelle?;12413796876;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3092387157;3064108511;3419432454;3397656743;2998801776;3169685273;3092345811;3028524202;3122139706;3410999407;3130551843;3146192998;3269292396;3173449411;3678838815;3633578075;3423621128;3332133255;3376412937;3446087487
Quantos grupos étnicos vivem na Eslovênia?;26848881658;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1629661742;1839321795;1456694286;1677625946;1720020283;1766481003;1545353300;1708605666;1776740759;1598434998;1787511337;1833067630;1715722882;1680239687;1641449909;1744089186;1755850645;1699225939;1661844908;1818517893
Quem é o presidente da Eritrea?;3751884975;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3486009036;3431004819;3467162861;3571298672;3541912927;3496595964;3468840748;3447977230;3333368212;3553658225;3392180569;3558359727;3333868919;3351380215;3592807703;3410603184;3432562410;3535474021;3361643372;3526305884
Que filmes Stanley Kubrick dirigiu?;1100046024;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1105093374;1090721091;1133162769;1101189623;1066695530;1084933229;1098817402;1130743158;1078048846;1133723084;1048432013;1059742048;1099493644;1072511530;1097028510;1096312337;1096560216;1134559887;1103599119;1089791894
Quando o Titanic foi completado?;800347083;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;790663760;808346626;785970771;804376770;810694711;785259210;779226186;790875591;824791779;810983782;832329473;816341217;857895242;782106054;803026112;850271345;842942317;803047753;820340504;794942327
Quantas páginas tem Guerra e Paz?;16495047450;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9138637365;8880493235;9020024599;8859733079;8752728195;9035811332;8898569694;9181742369;9052864989;9143037931;8928126101;8927030746;9217216759;9041356640;9108813306;9192511618;9592056313;9648669155;9949359074;9475691811
Quem é o jogador mais jovem da Premier League?;1706060378;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1625165519;1653248075;1629371976;1622322563;1670355632;1638312120;1597004747;1635525667;1647246844;1565115084;1585058608;1652051191;1669428251;1587341660;1651079376;1670092152;1607856082;1583863313;1606679064;1663403736
Qual a montanha mais alta da Itália?;3433920115;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3363993135;3346791224;3417423777;3423652121;3402530102;3375416733;3314934332;3396034081;3401006754;3439453859;3356404014;3321649439;3401663210;3400435980;3392064602;3363414731;3392828725;3460979620;3401330952;3437205542
Qual a altura de Claudia Schiffer?;2344913426;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2357590021;2286919999;2263325660;2334827705;2335440647;2721422261;2309667853;2282421139;2343174143;2317087093;2338624026;2353143752;2509209072;2402461062;2344873839;2362746791;2349507139;2363493224;2307776007;2373085817
Quem foi o vice presidente de John F. Kennedy?;7648092776;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2231144470;2160674507;2160569171;2204699954;2181577418;2166611960;2214309357;2157487310;2186037795;2239268574;2194133932;2224110516;2424911073;2247214589;2600473548;2343460011;2425811332;2484848626;2334302992;2421822098
Que subsidiária da Lufthansa atende Dortmund e Berlin?;16022176286;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;13834816174;13722410254;13795553167;13820506805;14090202969;13825016559;13807246168;14153042114;13872309609;13858805421;13853438812;13746057781;13867735173;14366674245;14155116314;14038010617;14333042647;14005711126;14229567314;14025989934
Quem foi o sucessor de John F. Kennedy?;52276694232;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;51856071084;51889084155;52699649653;51094215935;51682472378;51822182407;50936321382;51975241023;51127442631;51104380091;51346412787;50943644004;51490594059;51280132092;51601230634;51506949028;51113372200;51552755592;52299873977;51136692317
Quem compôs a trilha sonora do Titanic de Cameron?;10655016630;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2227892058;2222948726;2208490958;2232166152;2144641207;2246446630;2153044380;2217044700;2165061978;2257896283;2312561608;2266583156;2391333961;2297632115;2453976449;2476975335;2417745602;2583862001;2500665292;2522369549
Quais filmes Kurosawa dirigiu?;1291832151;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1286588637;1320590878;1297157194;1320578851;1262610239;1258437036;1291033833;1246579932;1260551650;1270673197;1277652668;1248808967;1304446184;1246986140;1347809199;1335272129;1286355971;1296799407;1318839332;1276178461
Para qual gravadora Elvis gravou seu primeiro álbum?;42684260633;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1423807980;1436709246;1405317100;1393452719;1438535759;1394210668;1487862942;1453106832;1470577342;1531420910;1519875382;1478551242;1586448133;1604596590;1754586925;1738309684;1900625844;1693417079;1826988087;2015508165
Em que fuso horário está Roma?;2882229181;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2802645813;2728272609;2670251403;2788630249;2737949603;2753990281;2839388341;2776484577;2715880412;2718642460;2763496143;2836892893;2704090516;2692216208;2772561012;2699906091;2704956570;2763731541;2752556992;2745450337
Qual a moeda da China?;3350533566;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3177054442;3106493387;3174332683;3137614773;3185670258;3286549487;3096021131;3136968171;3144589198;3154591468;3525687652;3169967680;3121418404;3163506272;3193803414;3168252788;3535140356;3477283008;3170640425;3139692395
Quem são os desenvolvedores do DBPedia?;1918878946;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1927659079;1973971258;1936576288;1973660588;1960666531;1984048326;1923956585;1921340783;1978179570;1940086469;2017312001;2010591463;1949618892;1903733288;1980601963;1966607412;1932671453;1920416194;1926539837;1947465243
O local onde Abraham Lincoln morreu tem um website?;30581192445;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;31015328385;30426892203;31624398450;30901671552;30614307742;30917767177;31139320267;30400523564;31547342994;30705313498;31089432416;31464932144;30446427969;31683738470;30770547238;30831166652;31040366678;30870874539;31306383465;30739549885
Quem é o rei da Holanda?;2156167479;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2119449155;2168745844;2129964060;2199751785;2210785113;2209667498;2155042221;2144959476;2209073862;2231372085;2186200598;2154218273;2197146008;2227002674;2182802941;2197775967;2206032312;2151604899;2247137735;2159048675
Em que cidade Nikos Kazantzakis morreu?;811398930;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;831108563;760455377;769691438;807645678;775870207;791093221;775577248;789927504;798148470;784063819;775670860;807430465;769640900;784843047;782117284;781235873;796151040;817457317;798924756;804450552
Quem foi o pai da Rainha Elizabeth II?;2534881296;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2553909587;2451890755;2536567124;2640228798;2487614403;2462795796;2479298263;2455084470;2525659163;2443350490;2398450152;2455761270;2392061090;2647163483;2501777706;2455553662;2438865570;2527255900;2534565442;2759940820
Liste todas as aves que correm perigo de extinção.;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quantos habitantes tem a maior cidade do Canadá?;47929278011;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;4998076335;4990986602;4913633072;5127550748;4900354698;4996379360;5217864414;4953451332;4937761719;4961386757;4990310918;5093502679;5142390379;5203180198;5166488365;5140252225;5307343956;5131428359;5461456509;5262154189
De quais conflitos militares Lawrence da Arábia participou?;15485644231;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2406108625;2416860186;2502527830;2413481199;2422302477;2459080221;2441827946;2478401879;2450040661;2404929594;2527022087;2511582514;2498267148;2537738148;2516481722;2537525153;2547347333;2522971834;2531833856;2559800529
Qual o livro com maior número de páginas?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Em que país nasce o Nilo?;17058972233;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1380081108;1396270836;1429188704;1401275856;1472146743;1415629235;1411246682;1417559407;1481080366;1468547453;1449113909;1490859106;1498989177;1484210729;1522905707;1519944768;1540970349;1486415626;1556001122;1555524160
Quem é o piloto de Fórmula 1 com mais corridas?;6826074834;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;5195346681;5184090226;5397422585;5265805130;5230363486;5114661287;5228151130;5198927348;5196829406;5326628490;5217147568;5377457717;5229918019;5427992057;5268926878;5288988169;4463940736;5279465532;5263093190;5225947148
Que companhias produzem aerodeslizadores?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Elvis Presley teve filhos?;2466116632;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2430791659;2456171353;2413887615;2471816554;2378569723;2414172685;2415028658;2431441030;2443222146;2428484269;2431974211;2423413301;2407766684;2448128336;2432699021;2395432449;2412657631;2514355185;2414468723;2391824002
Em que cidade o presidente de Montenegro nasceu?;39401641807;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;5881498221;5591651118;5631807528;5553727590;5663845284;5608942437;5595504821;5610599347;5705277033;5860279745;5646696420;5674865572;5729726903;5923306516;5748774753;5867039532;6146215307;5990237652;5937626420;5864734114
Em que país Bill Gates nasceu?;904739226;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;913725950;879676839;900725605;890406937;904588397;928218853;890685244;901103309;926027116;883695412;919017380;894227181;867274045;897038064;868491782;889704900;909955707;888080667;935451653;892101741
Em que país se fala japonês?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Mostre me o livro que Muhammad Ali escreveu.;33418637875;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1470759798;1432905028;1466867447;1411307426;1476768435;1478642640;1463696734;1470667763;1516982448;1576778998;1635565722;1574802400;1633789033;1538045053;1544287523;1554139241;1596590327;1555907719;1627040931;1578210409
Michelle Obama é a esposa de Barack Obama?;6935125698;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2935550544;2973282400;3348348392;3238328843;2934153202;3001538805;3033249769;3365638709;2927289290;3078152510;3094931943;3113366711;3126468013;3087659414;3155076081;3181158477;3688044964;3240231717;3319493891;3292490092
Qual é o código de área de Berlin?;26196321235;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3545448375;3470121088;3420113889;3548819949;3503102197;3423440213;3539615776;3495108646;3512303424;3677329847;3517552434;3586032637;3606499984;3571504430;3824590101;3854346817;3869198520;3770280537;3953539686;3927304218
Liste todos os atores que atuaram em Last Action Hero.;79441373508;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1272294988;1235226391;1247558957;1238251933;1224450128;1270328904;1291159260;1289238152;1261496347;1294607200;1301441161;1287960352;1304506773;1322050786;1405183255;1399367519;1525081991;1514411603;1738802729;1713004108
Quais são os apelidos de San Francisco?;2415657268;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2403386307;2364265745;2404569439;2333751410;2454822392;2480888987;2347310089;2396711068;2371630792;2338772961;2378636865;2381751038;2373173435;2623858499;2299115671;2398136615;2373057264;2378396340;2344925532;2333559715
Qual foi o primeiro álbum do Queen?;50423212619;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3825185126;3775370147;3845913992;3795591829;3745453926;3843074067;3781533799;3743480793;3845985526;3829376833;3858934102;3854483511;3866194518;3912888641;4190866062;4148031626;4135640331;4150486119;3969926017;4084263046
Por quais países o rio Yenisei passa?;15001450945;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1347288024;1371975025;1382303382;1419795128;1446922640;1396615631;1438017964;1394800583;1433998843;1439181622;1439470266;1451767560;1457861170;1483083501;1492345381;1487881516;1537807603;1521229903;1542679044;1553017699
Quais séries de televisão foram criadas por Walt Disney?;8168040247;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2931089631;2933995587;3000286172;2968926340;3089720380;2960119798;2959475031;2995839177;3107351404;3065686355;3106085788;3147661823;3169475517;3191716437;3293209304;3303659158;3250091203;3282021012;3277926531;3392928040
Qual a ponte mais comprida?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
De que país é a Sitecore;1348716030;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1349121953;1341783543;1390586954;1361970593;1377187492;1344849642;1352431881;1414280581;1349861539;1377780134;1368741513;1330957565;1334564185;1366913350;1388507970;1343981055;1349307151;1338599161;1372031025;1326985240
Com quem Lance Bass casou-se?;837591701;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;822721580;817005856;820426639;861077110;901800270;840753484;848711226;847586766;847650958;818107396;833922634;809823971;868711435;815895735;821391259;870979339;833491598;839347036;841139877;832119697
Qual a capital do Canadá?;9072834425;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8880614185;8541569568;8838553132;8892387127;8774973730;8648973247;8561017609;8794732853;8666134981;8666923666;8592413881;8721552445;8710069665;8945986871;8848368804;8846577765;8945042555;8747527219;8907549177;8699035397
Em quem Vincent van Gogh inspirou-se?;813359563;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;782531266;787948223;776141708;769559679;780279160;791649891;782123510;782534288;776552226;781681797;814595901;797748712;784329346;770373287;765856222;764331139;776549205;802463618;775838829;763578443
Em que cidade John F. Kennedy morreu?;830173595;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;846876119;768901343;822286142;780870938;813299813;790631460;790984663;773653588;783324260;840692570;773857281;767711860;765263561;805061845;781011286;773390634;796561587;809137613;825144773;780708726
O presidente Jackson dos EUA envolveu-se em uma guerra?;24576835115;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1925499373;1922466140;1936008342;1882665087;1893969708;1962405986;1946261362;1943528728;2006188269;1948818684;1967813678;1930464891;2015089476;1967753430;2145248812;2114529116;2250383092;2232658243;2370256387;2429665770
Quem escreveu o tema do Game of Thrones?;13450243058;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3315734316;3275539572;3319861732;3216741024;3334081310;3323585136;3181506198;3406839853;3362777586;3312961362;3357661424;3367731380;3350526525;3356838878;3583501823;3463868379;3505408294;3437755484;3522387153;3532984038
Quem projetou a Ponte do Brooklin?;858215311;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;829929974;862128658;816019309;814306673;834173987;791417762;809284593;813410458;835036171;809274298;836946480;799828344;841364246;816189920;830118193;861194249;803369702;794545158;817517595;806626768
Quando Boris Becker encerrou sua carreira?;4350604678;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2752421241;2770115806;2996574576;2763501994;2882370961;2778560975;2807323336;2818499786;3037424857;2759703179;2825359947;2796995126;2776870074;2837140386;2833418400;2861455574;2947695308;2880868849;2993705353;2949666179
Que tipos de uvas crescem no Oregon?;135849098821;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1471445533;1499188007;1475052038;1469733877;1488803499;1457543712;1522425049;1466006898;1423850284;1495824836;1478535087;1515873413;1499850089;1559980652;1540460910;1531777290;1576776258;1540170362;1551499671;1551846916
Qual a altura de Michael Jordan?;2433530204;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2330669594;2292766933;2291813333;2260321440;2370524031;2366094634;2326994670;2358124102;2298452939;2310204757;2273968041;2302818517;2313345542;2390418919;2345102638;2299317095;2295772758;2449343237;2353566791;2414690332
A que partido o prefeito de Paris pertence?;16246607969;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3645862022;3612874299;3770783242;3720129192;3755340291;3672784230;3679066054;3720566273;3671388855;3783625423;3711070401;3817063924;3959645214;3923150870;3976390393;3933170539;4063817577;4077907769;4152844671;4155870602
Quem escreveu o livro Os Pilares da Terra?;1033920010;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1010447910;961540039;1026617796;1013198581;996908201;1018264910;995384504;1010757174;1002461379;1023448642;1083201984;1053598090;1002699005;1042637366;1033691163;1041038451;998117707;1001162646;1053160239;1020199078
Quem foi o 16o presidente dos Estados Unidos?;3053512997;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2890473408;2891091985;2825512136;2894496325;2811822927;2905769703;2893741968;3059147020;2856125684;2866408318;2835819976;2853602015;2819918919;3253076646;2800966152;2953806102;2811594327;2880802247;2868206656;3278525355
Qual a altura do Monte Everest?;2325957815;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2316989955;2418276747;2337840695;2346250078;2325928871;2589886424;2313935707;2428397403;2399602820;2381403851;2415331686;2372706466;2464659187;2367676524;2329939395;2325001614;2368307053;2282450449;2362431639;2372667439
Quem foi o orientador do doutorado de Albert Einstein?;31070441416;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;28614837350;28378998962;28331479557;28950201874;28204721446;29012892979;28717316231;28269408648;28885622584;28277943289;28335207640;28709386393;29046987139;28735208222;29515979057;28705775836;28875496040;29223438009;29331401596;29486029695
Em que cidade Sylvester Stallone mora?;881561612;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;814523113;869868302;828866220;830339319;838112441;811855620;862070587;825594224;827858461;816751838;830301136;843117077;835440581;836628641;847738992;823279080;812837950;834746302;830856770;821125318
Qual a moeda da República Tcheca?;2344918725;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2253765053;2248508384;2267713604;2364873037;2353608316;2297355802;2296050124;2291436724;2279210829;2247569025;2257869721;2293532289;2304914620;2308396748;2301336877;2337917669;2282919460;2292875280;2340999741;2267992147
Sócrates influenciou Aristóteles?;1905086552;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;993138756;1007779781;1015842475;1033366824;1065311987;1030746985;1004950805;982841781;1026531249;1044362483;1059953473;1020959672;1045231649;1025722457;1054278527;1083705342;1060320585;1114631172;1076637450;1093971700
Qual o fuso horário de Salt Lake City?;1809348927;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1843809038;1758941465;1820562336;1826426111;1822552880;1788756709;1737858383;1830706270;1807723349;1769595346;1844393040;1797838829;1749724237;1841108249;1818555972;1848247854;1808936057;1828368083;1778274512;1850350730
Quem é o filho de Sonny e Cher?;12501253572;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;4888628556;4685264994;4782252391;4869392069;4771900123;4849576580;4814031241;4847501372;4871867536;4944595225;4979475754;4980399365;5044264935;5097520916;5236710600;5194757513;5388700991;5391452598;5187952516;5515497636
Em que cidade está a sede das Nações Unidas?;40957664445;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1374564516;1338020704;1401284903;1309476691;1397279167;1421079823;1391406421;1385196426;1390158287;1380571251;1495199143;1457907297;1563255607;1419407760;1498087751;1516619212;1533805169;1443294938;1543610117;1523409819
Quem é o fundador da Penquin Books?;38278383023;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;38910490227;38096489356;38181812500;37850128224;37916468374;37920630597;38038936097;39439574542;39153416193;37914049779;37644077975;37723571467;39103346210;37748699832;38206481554;37970365221;38094504582;38253211169;39236847784;38496380573
Quando foi fundada a Jack Wolfskin?;991360166;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;947276315;931975707;1018379303;997365507;933123498;955537598;966828127;947357124;939868989;934295111;975933265;953954293;971087221;928061306;957833351;955321462;985908897;1007145100;936718351;998391080
Quem é o prefeito de Rotterdam?;13886185336;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;13612525204;13632617286;13776535662;13651335468;13591826038;13736142763;13882260863;13685420397;13840404111;13750131569;13571447311;13643722572;13813908839;13691664438;13510047480;13496820522;13834811075;13500950742;13757559734;14390931432
Liste todos os oceanógrafos suecos.;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
