;base;base;base;base;base;base;base;base;base;base;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n
De que região é o Melon de Bourgogne?;26451107673;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;365599251;303443710;347662485;311789393;361955813;314167942;377490772;365126738;405532107;415475136;428350525;459395524;549776035;522446011;675624000;657123671;878836105;631703809;1006300016;1030432303
Qual é o filho mais velho de Meryl Streep?;9299494012;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;327813317;333786175;387126452;365235024;357260079;356559057;427677936;401704931;432187403;440421307;515639972;458378682;514040471;556608638;670525533;653934314;630381188;683703174;671399809;703213864
As rãs arborícolas são um tipo de anfíbio?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Christian Bale atua em Velvet Goldmine?;348086790;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;96350158;100117556;103633205;117331272;129854673;118152226;152056326;150193164;151491336;162707414;203452451;235544203;274730269;290404921;308490405;316639650;324824276;341348707;334095683;329233518
Liste todos os jogos da GMT.;232901445;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;246285155;223757419;228252264;241384602;235126702;227661900;236893533;235425840;237283234;232633908;253652843;233170736;239304318;227804142;255690665;230318552;247553488;258468155;235001748;254852073
O Isar desemboca em um lago?;3744316649;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;199081167;177301009;213502270;192790203;240147177;195055200;245216899;233857744;233105876;224438993;289539712;280474172;344031205;334664728;474630480;487927084;660592313;669095128;898419098;566427897
Que aeroportos a Yeti Airlines serve?;10676284919;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;216745591;224258183;226308716;237325155;260554166;228161673;264927930;252852780;273695323;284953672;334991256;335669093;393295900;384757537;440040172;521122967;539975159;550367613;529775830;553282538
Que empresa indiana tem o maior número de empregados?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Que cor expressa a lealdade?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Qual a cidade com maior população?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quem criou a Wikipedia?;119648113;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;142703164;139231025;142390959;138502946;151625376;143199074;140477245;144408806;140427500;139447824;139982643;145662362;143105900;142107619;151980587;150124613;143218024;139707682;150329562;141335208
Rita Wilson é a esposa de Tom Hanks?;3191403112;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;238556600;199058658;264595138;263746706;262781704;264189907;278201950;265537305;290595691;295616259;297425543;342780064;322558282;382756045;452057998;465682073;496591363;544478482;499545128;490374949
A esposa do presidente Obama chama-se Michelle?;8458662860;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;240031755;257065222;265152450;276448343;270463942;294601384;267961463;283657139;272354535;301124688;321053493;344946088;376963132;344022448;471522370;479753398;583459164;463766766;557066522;572364714
Quantos grupos étnicos vivem na Eslovênia?;24270335934;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;456359438;505162260;311426342;479386170;527566512;574549909;384312344;538732506;531060451;433149366;565810068;601445580;547269513;512159625;486072898;579773710;614698767;521307799;501474541;622203084
Quem é o presidente da Eritrea?;180802208;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;208435975;202029642;207246198;220418526;220657043;215677691;211859113;207869002;211683575;220105150;222069164;221771644;207964620;199040904;215053596;210842783;220965386;215503709;219556752;226402117
Que filmes Stanley Kubrick dirigiu?;150794627;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;167386837;169038996;162264789;173414745;157274397;161609001;166367167;169490845;168330377;170416087;145266735;145449841;165225553;164612933;148306534;163656826;156619510;174074793;152543297;162045137
Quando o Titanic foi completado?;71886883;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;68744696;76328481;80076235;83855091;77892279;74981115;81795009;75157212;81564535;85931865;74918162;85576781;84307829;74581360;80952691;88308702;92863129;74991485;76972383;78912111
Quantas páginas tem Guerra e Paz?;6507319187;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;228051693;239522101;243657029;232124674;261041464;258478984;258709141;271542634;264415226;270727698;356015661;325480768;411186368;385940875;560879125;558898256;690717396;716741254;913439230;932194035
Quem é o jogador mais jovem da Premier League?;157473532;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;157909812;176453357;169225109;178497089;177475151;174935879;167516639;167875583;164396232;168498235;177722091;169995086;185114540;163783564;177807797;169057060;168123543;173938703;191494021;175312273
Qual a montanha mais alta da Itália?;156165959;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;199151469;208335660;196264973;176248287;191252389;196411308;178876579;184244398;175070341;232220034;183528394;177039938;194948221;198459991;224862691;191321548;200794466;208349517;199950753;207900525
Qual a altura de Claudia Schiffer?;195019570;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;203319345;190094586;176839201;180463956;180673488;190285348;193398589;192116463;190450787;187053967;198777881;194286669;193013688;203036273;192596863;195554880;209503878;192492330;187145709;198660371
Quem foi o vice presidente de John F. Kennedy?;5087223158;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;224855318;212919696;231228275;242840399;223720512;230600245;250559660;234045730;238459354;247196349;250085997;270805609;344119068;314428336;408005191;399749587;401504624;412320401;436776280;418857953
Que subsidiária da Lufthansa atende Dortmund e Berlin?;1939811160;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;176694825;205152706;197997841;209657188;220768413;202013367;216850688;221523953;223522331;206560970;256141424;270025058;269481858;292641260;368750134;373047777;446931354;476461368;484545710;512890969
Quem foi o sucessor de John F. Kennedy?;159377747;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;200772039;201888023;214736430;193739466;195127701;202697987;195192493;185990333;196298765;188889728;182258580;206726834;198754486;200412902;211289225;198654101;225129269;213117997;191335915;190148931
Quem compôs a trilha sonora do Titanic de Cameron?;7847760948;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;261730260;244586770;241368405;265622809;275255564;271136206;250577917;301459516;271289741;281695775;298659995;274476330;356138186;347254763;465193432;506661748;473096820;508663439;454813524;547454515
Quais filmes Kurosawa dirigiu?;135365333;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;140922434;145037098;141944238;149172042;141175234;154740712;163732643;136351817;135314592;137498787;174439419;137867701;142074614;147756160;153081035;147262759;158932341;148030316;142438587;156300202
Para qual gravadora Elvis gravou seu primeiro álbum?;34147655525;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;273004029;316423135;281643141;302901035;315632990;302727965;328783923;321962311;367806155;379832769;413724812;373875792;476847686;487335397;628250500;610951948;742726957;586324122;725590463;934382052
Em que fuso horário está Roma?;206658097;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;182597315;184079822;177152694;183593999;192062084;172979287;211981648;175153021;179564319;170789201;180406873;201206109;186419447;175512056;199544057;189297711;182596726;192384936;187122812;179446094
Qual a moeda da China?;259953065;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;226217468;289410571;301571346;218011694;227130079;214861185;231173294;223576106;220661522;222606346;229273603;221118350;217028072;229324134;218692592;261208072;221446791;228233802;227642039;220400145
Quem são os desenvolvedores do DBPedia?;115148474;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;114303585;119340409;122647294;122881719;120857823;135484273;121093102;127888921;116474820;132099983;129595223;136276286;127132853;119641912;123665479;124203939;126893665;127305001;124197219;124853262
O local onde Abraham Lincoln morreu tem um website?;178159557;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;210568059;206132737;206805616;215000585;207159866;206412887;198501868;211558438;211673037;214546435;216156076;209664056;194997070;204022749;200354142;198537333;220716130;212606124;207718493;198727465
Quem é o rei da Holanda?;155246820;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;158733676;151456562;160315061;156436674;147656056;154578066;172831479;152327874;161450571;171830237;148575342;161739365;158964637;152760404;159262877;167828126;165220799;173103934;162734129;163955641
Em que cidade Nikos Kazantzakis morreu?;68980029;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;80121793;85717897;78327651;83476443;77617449;82503260;84184767;78775948;81528224;82525795;84026248;87803373;72484505;79762560;82132274;82113436;83102317;79227464;80607527;89245119
Quem foi o pai da Rainha Elizabeth II?;214169888;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;260054979;234648740;235215207;268693163;243770547;233701502;223895834;223541768;246799392;240878409;224386788;250514771;233159614;242390504;251867024;228729477;235073877;224084352;242194131;230494172
Liste todas as aves que correm perigo de extinção.;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quantos habitantes tem a maior cidade do Canadá?;38063477170;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;390717400;381365932;367360920;425188841;385777477;415957042;413015691;380424484;393723523;450940580;420573881;500570419;513391783;477512399;503325516;564144528;662493676;686679210;793435935;649398228
De quais conflitos militares Lawrence da Arábia participou?;12159858230;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;216112239;232909774;247678382;227333501;247289616;237456691;219602476;251037095;232766405;235299164;258072107;253089824;263857505;264694133;301899656;318867117;363748861;312192471;345095113;415526493
Qual o livro com maior número de páginas?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Em que país nasce o Nilo?;14593150655;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;265126881;269316614;269386694;271738050;295301832;287984609;300261981;286282773;338313958;308709359;290194021;312550212;335306955;298371554;353648996;354890134;385799801;334103182;374446326;403530827
Quem é o piloto de Fórmula 1 com mais corridas?;1665703248;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;192043066;210913455;274002331;227685840;221418591;247112448;221433807;258869257;242145174;215825775;221017663;262132392;269740936;269505866;278649027;285199125;293270852;290261421;331197202;272537792
Que companhias produzem aerodeslizadores?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Elvis Presley teve filhos?;190241115;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;200883389;227688731;197603441;189946304;187116652;192284261;206668015;182051604;220941599;208830487;222626409;222678053;186787843;212551947;198517766;192255786;210252176;229826217;219458089;202171854
Em que cidade o presidente de Montenegro nasceu?;32769825485;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;346131292;339359739;312518218;326490701;305364066;305531666;336094807;364822998;373498424;371078457;443689112;372926314;486505221;486516155;489962064;637673169;750434271;729527990;597414188;582937178
Em que país Bill Gates nasceu?;122570787;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;120283713;114840464;117360738;119805896;123257845;122689078;128263429;118365226;120374655;117066660;114724943;112095233;115899994;119507857;106604985;116385720;128482088;130404450;123937654;128527204
Em que país se fala japonês?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Mostre me o livro que Muhammad Ali escreveu.;30794877055;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;301382682;274419721;312278650;270430957;312858822;310876641;333146963;321338367;374225346;360134669;402217278;379800601;366863943;393568274;390684285;406393781;444274798;418197631;428656418;417697024
Michelle Obama é a esposa de Barack Obama?;3661789915;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;206631212;207635959;246312641;212361666;214575061;245902856;247248871;230710913;245778984;275199109;293517289;293040541;360788252;312995335;418534072;423431600;541943611;504242391;540612943;539430669
Qual é o código de área de Berlin?;21369129963;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;276779826;268288626;264999149;266906928;275793822;297587050;306359481;286806649;336595108;317070868;355763689;362707262;420647511;426392515;553568806;502253965;597558055;595161220;711382687;687365704
Liste todos os atores que atuaram em Last Action Hero.;66356572778;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;260951840;239287635;254354264;265193773;242873702;255325968;277723761;251569698;254321823;265399489;287578604;282428700;306346884;312184910;370777425;361407166;494071492;507198162;698095044;664138951
Quais são os apelidos de San Francisco?;196010247;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;207019474;217342908;204356677;196094810;212771247;212527798;216171371;215508800;226456610;200780452;211518484;212089309;214574376;227323252;198192813;223005924;215102845;222474875;213761840;221861353
Qual foi o primeiro álbum do Queen?;42300415428;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;352651738;352312813;362380712;288251457;322789072;390890052;365659458;370912098;426130207;428666474;445128159;459978804;450300687;496786877;651423981;615338399;658342644;654043756;640235783;647819672
Por quais países o rio Yenisei passa?;12749901019;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;242024384;269101840;271598496;278475824;286336450;289229515;297403048;294664416;302855081;300628038;306815287;328449531;305968952;329124181;339546027;335201454;400046171;394679775;424960961;406161015
Quais séries de televisão foram criadas por Walt Disney?;4799519739;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;237140225;253367170;259482421;259345027;285665307;280331244;287967034;278847859;329112177;327443240;382860923;393676993;456096548;455303046;535309137;542630385;557378459;594263318;577947563;604153000
Qual a ponte mais comprida?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
De que país é a Sitecore;204327056;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;224706795;239801301;224251765;232973683;230133386;237832508;213866374;226494420;230820972;235815544;249838102;230374016;231247519;239491525;237497615;230169499;247165191;235266496;250378209;229894894
Com quem Lance Bass casou-se?;73850824;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;96795467;93350098;97169061;97517312;98474560;87626167;104781090;83308256;98009559;99550727;108448350;104987388;85087623;92828023;94924875;95997050;107645789;103262082;98109225;98125635
Qual a capital do Canadá?;210942296;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;219150097;228834858;249179596;239043773;250927242;248582207;211394612;234627074;220730421;238407601;242351582;229322949;204666473;197722723;272067945;234260046;245969042;256054921;225535599;254152889
Em quem Vincent van Gogh inspirou-se?;78001324;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;75718919;82325921;71138801;68305739;80052338;79272469;80821155;86691172;82300964;89823658;79470791;67815533;69371842;82734992;71333146;71547018;68940550;78029234;72752152;74606947
Em que cidade John F. Kennedy morreu?;73356601;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;87193115;81730619;77322633;84886731;76223276;90589473;84591565;73573630;80257544;79027053;78933413;77435931;84472516;94242023;79521521;86408781;75160193;88512200;97751932;80367981
O presidente Jackson dos EUA envolveu-se em uma guerra?;21627244839;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;251822588;288654238;300309022;305865519;272085841;330655171;335916286;330980373;343003171;329887567;334942069;338174183;373403058;363138509;455511117;459851209;568313179;608508079;736759744;705069708
Quem escreveu o tema do Game of Thrones?;9678063267;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;259329571;249670815;273028303;293079918;291001552;289399239;299439625;339891690;312617710;322051759;398206755;395744056;398881883;398944281;439318111;407039267;443119505;432233953;435164400;422932206
Quem projetou a Ponte do Brooklin?;89555587;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;94632717;88692760;98174353;95287613;95425548;92539487;95047405;96921304;96341966;94952952;86817820;85914961;97016460;87122238;114231556;96243440;95406976;87467293;90136777;97162400
Quando Boris Becker encerrou sua carreira?;1603741075;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;208386135;210339756;222346341;221087613;318037130;230111225;261331031;247396553;251599221;240925800;281065873;273754686;273608872;269437201;320485603;305469847;382231172;358285785;431561391;426122378
Que tipos de uvas crescem no Oregon?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;251977776;262513280;257407550;256050525;266817713;268757836;286387856;271049161;258256043;295054638;311526578;330286064;316970667;316824137;349068709;354594587;392275641;358139781;380380890;390963568
Qual a altura de Michael Jordan?;186842724;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;197641385;188282165;189768454;182959331;193614035;185854789;200214194;191642302;189669889;186256210;179921382;188109715;209808300;181736501;195976441;184217617;198698107;203415996;196231752;208570045
A que partido o prefeito de Paris pertence?;11587898572;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;264357956;266868354;309441455;292686887;307290869;310059164;329271571;320805218;321730672;332274342;329601340;408744861;451158521;492768304;542666212;545385769;661868018;654669993;752716987;740364461
Quem escreveu o livro Os Pilares da Terra?;138355708;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;158118630;153043772;142316977;156949525;155106542;152197754;147008218;158378514;152286221;147222307;157432927;157096671;143952220;152954640;159046347;158800229;158898684;159858762;173322141;151869687
Quem foi o 16o presidente dos Estados Unidos?;328520512;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;329720253;316227591;297007608;330424210;293761734;366593132;308311050;287606172;334985783;287470018;301524764;302575763;320363644;329960359;295704964;304500758;290062937;290223179;328895829;323908970
Qual a altura do Monte Everest?;176333888;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;193241129;198492438;188717501;178971131;200577627;192881080;194548723;194111895;186871649;181147419;200771014;191793169;202088593;182955115;204581288;177642458;202000132;193591777;202450095;200322921
Quem foi o orientador do doutorado de Albert Einstein?;2362004554;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;222499453;200918887;214324325;209976651;214927323;212340542;243362006;254063129;258695024;263234451;329892785;292617265;405176994;360030091;516111775;531276105;705874493;735656542;960491409;887500486
Em que cidade Sylvester Stallone mora?;86795809;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;84014607;93149535;90195044;84109943;100695555;94556197;90674554;87617586;96320953;104916596;94334215;100075837;83606090;96753585;109245839;98978023;93492681;92076928;87753247;98394239
Qual a moeda da República Tcheca?;166595179;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;191752471;179369566;193831464;206301417;210619996;192924634;203404560;196160915;188227818;197981319;183161160;207843138;202663693;219827834;222089463;191538640;203513134;202331639;211925345;204120682
Sócrates influenciou Aristóteles?;938066626;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;122813551;127293039;148447696;139134245;139231980;151503694;137354922;131838737;151014260;152336544;167288784;154997871;170482735;162643722;205279948;202927668;200846861;251573477;213587782;229005823
Qual o fuso horário de Salt Lake City?;79443828;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;95440780;83746568;84089464;74487811;86124681;75065778;80821492;75849290;87529900;78960433;81115706;92168291;94785833;84936510;93893151;91763561;93852040;77550613;84364811;94102123
Quem é o filho de Sonny e Cher?;7125297865;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;272895998;259332037;285732398;282051050;276173947;282727792;307974460;286174066;330376217;316013822;396365649;398924628;488387114;474354680;586711007;575894408;773279637;765442801;633439289;925037907
Em que cidade está a sede das Nações Unidas?;33218084524;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;289833978;275462735;322383609;278731025;303171981;274244906;313143960;316061367;330523463;320163762;360483680;371864943;393530822;379948873;435771428;457843042;447058877;419541927;460935644;465146066
Quem é o fundador da Penquin Books?;169884910;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;172850188;184352559;179755873;182796021;165746392;175154198;176846624;178373876;175225218;165935674;184710274;184146767;188522467;176108048;204387675;174036873;170256620;176213537;183440999;181746028
Quando foi fundada a Jack Wolfskin?;116938294;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;128170543;132711771;133332250;130223501;131980765;138330496;122550208;148968034;135354576;127114472;141679828;124623884;147252250;131026548;128097317;143129373;138752154;138050425;134787878;140917218
Quem é o prefeito de Rotterdam?;186014015;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;197862036;217313189;208416057;219068812;193852928;208083113;207543368;206699755;205901007;191262906;192526983;202421012;171567735;186152377;199532010;221129768;212836319;216565961;210942463;214136188
Liste todos os oceanógrafos suecos.;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Mostre-me a autobiografia de Hemingway.;95034893;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;100457886;98180872;86648631;99555166;80729469;97275776;98920961;89356079;97216710;109103175;102058309;97871580;108448947;116565701;97388196;91841962;106337467;104181657;89989694;113199941
Quem são os pais da esposa de Juan Carlos I?;5170657439;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;232045619;238435700;260468307;236781959;265161433;246760275;294537059;317105471;293626036;313999021;368173609;354863037;424451793;415273237;448431010;452252326;452232632;456086856;472080409;468350206
Tesla ganhou um Prêmio Nobel de Física?;145911322;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;91763941;79376334;105600630;94282150;104173565;115755167;104703825;114530869;118817319;103134327;107716182;107752521;139613045;127817380;138512106;138172385;157077844;145384230;176617788;194895729
Quem é o jogador de basquete mais alto?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Qual cidade tem menos habitantes?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
A proinsulina é uma proteína?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quem foram os pais da Rainha Victoria?;184959688;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;200275311;204890157;216107654;193530660;196889671;197348450;207021902;199974669;214428107;201250114;212843844;217788967;204689600;217277270;214260304;200150901;215365234;224162989;200200752;197246735
Che Guevara teve filhos?;192739554;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;197921862;201096490;176277859;205908553;199079158;197311417;210099791;188862844;205928152;195046391;187418379;187324509;193701382;195561434;214116380;213831188;217417267;199640827;199301033;196852580
O lago Baikal é maior do que o lago Great Bear?;69927875;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;80171035;81750563;70164924;85559297;84230416;76403991;80228253;87888819;81237332;80599625;72780783;76018988;76093918;95745760;79514346;73270460;72949885;75471359;71896380;90770153
Kaurismäki alguma vez venceu o Grand Prix de Cannes?;17944889679;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;252619269;279409775;265540809;265468527;280442589;282902406;284756006;285079449;297116032;313350537;321458230;316450050;393871041;355395463;403761803;375332135;398532252;447722264;488125804;456321997
Liste todos os livros de William Goldman com mais de 300 páginas.;18632763723;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;259518603;239729151;265996847;265943410;276326247;290381758;287518603;280459119;294083069;282454235;293423254;292511725;313339147;323321920;359639860;381855442;444758262;457497984;609807559;627725204
Onde está localizado o Fort Knox?;136407593;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;154428895;152445729;140936611;162485674;145309537;137745121;148231688;142994928;145164909;161793406;156219686;158924490;156058597;147681701;155409818;158847965;151411370;155496148;148345327;158104548
Em que estado dos EUA fica o Fort Knox?;25163829221;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;287577356;284247210;308493064;294575336;307075513;306233285;339106168;326633305;342199317;337665264;355221431;343820352;351828316;377209237;548787110;480279688;663553528;548613995;856190782;824221205
Onde está enterrado Syngman Rhee?;83988986;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;97788085;109714105;106926641;97787781;108821430;110280933;110213341;98825183;96890034;102701905;102743475;102266630;102484798;103294731;107775096;108622325;112348538;119660543;100259545;117845435
Qual é o fuso horário de São Pedro de Atacama?;2302407969;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;210363288;199319312;238567077;212855573;255758954;227749266;221718639;205144567;252234702;231541868;248139598;232129696;234461609;265500430;266126392;287903726;338378194;305057503;374932788;410329471
A que movimento artístico o pintor do quadro As Três Dançarinas pertencia?;5431684161;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;282405167;281000754;259005471;289359923;250944349;277008378;264000709;324480172;309376397;284878027;251187302;288675699;338778635;318546427;382757623;331896526;371323637;388615831;376239339;409436073
Que cientista é conhecido pelo Projeto Manhattan e pelo Prêmio Nobel da Paz?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;176546536;177843557;196215343;192508292;192336269;196351052;215806935;226399842;256609307;239321128;291511636;301861161;326447404;328085541;405711881;379681672;475935557;494495941;659670541;627322329
Mostre-me todos os livros de Asimov da série Fundação.;25426862626;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;278399948;248965331;253464308;244880877;251167509;268533310;247786518;268693626;274271460;268438135;270764582;264050928;284755148;269817614;343480732;336789418;421831938;475394195;607958351;555480986
Liste todas as cidades em New Jersey com mais de 100000 habitantes.;32703136492;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;295939463;265833375;300904205;328862358;290725461;292225567;299950905;302905954;306774595;311762275;316464191;317527927;319180470;329104825;353986954;362606060;332743944;351245473;369215044;339376641
Que museu de Nova York tem mais visitantes?;41395245820;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;250610305;272234433;307453692;322866604;320634766;290877791;346432854;334631857;346272440;342815246;413095298;388384483;489642749;444120973;596783407;624129637;704132932;741607577;827601829;878954476
Qual a altura da torre Yokohama Marine?;182936990;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;190470731;185473075;193156366;191651654;180908819;200244644;188834271;191705218;183125088;185396422;182681539;187997457;195431978;180416249;180221579;207306696;194617057;192487569;207000146;197899848
