;base;base;base;base;base;base;base;base;base;base;base;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n
Quais são os ingredientes do biscoito de chocolate?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Liste todos os skatistas profissionais da Suécia.;1023874915;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1020828912;1019072962;1059309666;1072284010;1119639616;1153020914;1079464920;1078852929;1255810609;1137892161;2294771560;2215425726;1000287141;1055955165;1657184836;1303094351;10032120511;4611791618;1035945637;1026428258;2239618874;1462288081;45717941034;15565215339;1069328623;1038037250;2971022886;1972409905;142630428580;41202731309;1039183266;1053092622;6277290410;2714786887;135309238530;136530607234;1084499985;1087234974;12273754524;4086724176;133479220809;135038808108;1094417962;1108489951;42270216941;7332399644;171898622576;214982380515;1138027808;1170145856;147703075752;13937338175;137445491143;188403076965;1136124556;1155728470;168600470835;21374724240;145297158178;141824966131;1149411752;1179906136;134461460625;21239981694;162893255442;582675491488
Que ingredientes eu preciso para um bolo de cenoura?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
O Neymar joga no Real Madrid?;1807218207;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1480416014;1486973015;1465660464;1441399386;1564029235;1511931480;1461341816;1443964227;1675851235;1668189293;2928338379;2135427920;1587794160;1464223397;2011585759;1996477292;9089742684;4646416383;1523580392;1557060178;2511230802;2332170945;41264431357;22359827646;1628736105;1536955845;3044581855;3187750574;142691110598;137212096369;1705072884;1643694560;6469036296;5767077779;135133567634;130809751219;1688302520;1662121382;11079772997;10016129463;145233380964;145047334295;1721938148;1735194945;37715908797;34703612780;155119463298;153615130506;1839591376;1786499704;164522498004;65693426254;152248686324;130648735210;1795362094;1771478398;150268740539;142720401593;143349670169;150440923677;1920020028;1790254333;140229666094;200716048902;146692763939;141260339415
Que cientista da computação ganhou um Oscar?;131651798117;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;26176626553;26074132197;25763994429;26197052877;26764655002;26542367947;26036793629;26113583652;25937892528;25953667259;27632844440;27747355419;26138987598;26063272487;26851567736;26313790473;31599496802;31359063234;25931758839;26537787724;27042814812;26707713539;58066912793;57820689736;27432753673;25956455089;27377961046;27035890321;131874005436;127777347297;26038603860;25864687331;29540190677;28216168138;126340119199;143958882003;25887528219;26235887482;33530178284;30205750344;131326824763;133177234787;27307903585;26129980680;58813119180;39824026409;151600829454;193693540303;26913903007;26005521683;142969230278;59264394864;130477661840;147377721521;26108275181;26259566475;135999066324;72351830848;136000584154;164611360051;26151744802;26850823948;135647919447;135044678593;136700889965;124079853351
Quantas empresas foram fundadas no mesmo ano que o Google?;47340807471;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;5069562335;5064497005;5046873163;4968198377;5060550549;5115232538;4992108276;4993184624;5251717689;5074326389;6413771287;5713817988;5137571506;4298747104;5737574212;5320377087;14159829143;7189579402;4994449986;5100519535;6077753639;5394241856;70215374781;14524310388;5105902968;5007089383;6542209178;5806140345;139322129630;29949776458;5097120722;5212109502;9750717417;6182853003;134105908186;123096036920;5157349560;5117621224;14402800429;8514404473;134921422528;123401442771;5147361085;5322076443;43895600310;12690576080;318585133643;124340728281;5496379164;5320835107;138122623387;36392170003;138315415797;166248615093;5428029706;5310040009;146548542530;46869548315;131061945447;128226710851;5540097730;5424551140;132910846075;139670624981;144070519537;144384558063
Em que cidade da Inglaterra está a sede do MI6?;49348839555;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1992938521;2031379686;1966637508;2009222118;2118268605;2088696849;1961766400;1989015551;2175951474;2161608619;3230788578;3246128463;2034099140;2054325668;2533873589;2514254629;9637779329;7601763176;2016251469;2057100204;2975462043;2831668435;66298874230;9585021884;2092325757;2003471121;3797350741;3103993846;134567869590;21611137448;2057833555;2127198860;6209829254;3859448200;134182571282;127624085411;2035881936;2083579642;10519907166;5084149485;132117608207;128118612400;2080116061;2139029572;45806027935;8369593206;155904204924;270972259967;2275933683;2356330316;148110767547;12139301883;171775437247;156717016109;2388332100;2371787315;150340111340;36817906194;151221519199;134628146952;2820492174;2777580006;134090468198;142354054640;143526334960;135714599263
A Crise dos Mísseis de Cuba ocorreu antes da Invasão da Baía dos Porcos?;98101143310;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;56623237032;57002643246;56725886919;57189646267;56911590445;56307456714;57365878789;56174778319;56858114300;55201570539;57723150079;57502417291;57093402727;55912788198;57308441606;56141432651;61576526297;62749775579;56053198951;55134023832;57337547023;58533593932;89647413637;86388901633;58035681277;98450251101;98271178095;56874666527;139062718499;130201887823;57303100890;96867131457;58316137500;97592604361;125638292069;133266441401;55810675588;96118748390;64830298345;58081268380;134259655345;137920463082;57175011827;97728702557;88861953294;60275674278;141918340486;139848360052;56854390601;56529796223;127514800007;101486464769;128333178523;145564600727;56987423030;55806687570;127719788300;102219479891;128875910144;147107442445;98267509038;56615602030;135938221289;125551933643;132726114769;123155972471
Qual o significado de IYCM?;18473533304;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;19070769486;18669413370;18620179343;18495589424;19051428754;18699779059;18106349885;19059016342;18898467195;18680151798;19634289213;19528659406;18456714178;18467753776;18843248760;18668658490;24555929172;24287928002;18610263704;18769675159;19750217736;18789234596;55482570010;56054155580;19361481744;18860349572;19991825658;19055007209;133626051835;135429229914;18566500224;18639886639;22220704234;19259680757;141722481525;131612717445;18542793676;18325601579;26813963048;20218579969;129326425937;138595249129;18581318481;18255740343;51527610407;24024756904;170348484593;144967689911;18611070146;18464949718;134145127553;33534595193;132484120509;186835379180;18604490730;19449669340;135493183539;92450860220;133283238957;139141719316;18708591021;19134238478;142330513177;132628621862;135999055721;148110899730
Quando a Dinastia Ming acabou?;852120067;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;886104399;865209187;901646452;891423371;992418749;976592036;888867932;879938150;1079452179;1080675064;2238152655;2247359198;919510636;929840075;1376553060;1364389828;8498454548;8201626583;959062900;946096427;1888483928;1885941669;39214241677;39975637207;1008599934;996142517;2502998910;2452242377;131452486139;135899211706;1061694397;1052273818;5344215444;5543584775;138223424945;134454377649;1087541092;1089787645;10027371894;8897374232;133506285862;133628618246;1121863047;1101728879;39717696453;17398525509;231778455842;261063828498;1125345611;1117253547;142441050773;39406517047;139696428470;200760362676;1099242117;1134917793;148925867265;73005023535;141524972730;165046043672;1201360410;1215430092;140326912546;145649946512;140501178217;161676416305
Liste todos os episódios da primeira temporada do seriado Família Soprano da HBO.;11251674665;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3320954568;3297762919;3271850333;3254709874;3208257942;3354905407;3285342832;3288925936;3565242672;3465103527;4784280017;4129607118;3362261323;3253176575;3864240608;3664738081;12093089239;5966444081;3400131063;3325995838;4392235773;4212885792;65985276253;12263056172;3344388068;3396586601;5101708586;4535269088;136082983760;25109913657;3389139918;3276460900;8345091797;5899784112;135571229850;130399667790;3801974407;3430357969;13125821086;9822429455;132234955005;133087740006;3523536662;3508188896;39175638502;21348340160;168217780950;212625971174;3470939880;3548919882;142689871034;70782823383;144516782038;146316691686;3606327134;3619566792;131709857843;137983316802;143611542654;141958280797;3696874215;3642633459;140480206825;144056176787;142173644716;139571488370
Qual é a população total de Melbourne, Florida?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Arnold Schwarzenegger frequentou uma universidade?;11408338652;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1606276074;1525611039;1596515417;1650161272;1621567385;1639380767;1562819149;1539516794;1742063723;1715419557;2859823886;3022371858;1611362796;1607342728;2097329193;2050772611;9116626666;9633575449;1602733307;1637687015;2394646956;2550834224;40811706229;40990818620;1632329896;1600363094;3519608543;3223200753;129687172224;137504284708;1697084325;1664628499;6082923186;5939700597;143366763082;135680329392;1738907632;1710500844;10603875687;10426272519;145918520066;134145369516;1775823535;1706881813;37846709231;30182646619;220301981062;145183858520;1830110198;1902977787;143000508412;46242846512;134091779321;130148445105;1952749436;2016372846;149524630002;143750769024;142324582945;150424464610;1939940165;2007222240;141901938177;141041501582;164397638903;147929540819
Em que país está o Monte Everest?;1395258828;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1445573471;1415812740;1388616974;1435464043;1482513989;1452674336;1432261594;1401995306;1583331148;1569318775;2552356978;2706046275;1440719108;1419056165;1999702028;1870560147;8795304663;8769634284;1434770726;1428650122;2345118125;2417760223;56994527572;56922075552;1528893050;1466290749;2920408403;2956678124;129715558290;129723057826;1496128218;1491064397;5359585650;5057646589;135930094406;134820070419;1535658862;1459262391;11454597274;6691009006;144363037497;134380445938;1524440242;1496003673;42213458274;13323423673;164577380168;145230874722;1567883807;1544348723;141257582188;31829545291;142596262196;190979937657;1571851436;1578509979;143726977800;43402986249;143242462665;200411812468;1563235002;1529205246;176990503759;147299252423;133986807727;175794911014
Qual é a maior cidade da Austrália?;51201543415;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;4124089600;4173531048;3728642221;3670983340;3603359484;3874019326;3624498078;3623261489;3847600854;4353076276;5419635491;5080997822;3689797444;3849120408;4641624060;3930896180;11864981973;8724904427;4253339785;4233906058;4850627273;3979030096;64660386327;12370220998;4397044516;4150933927;5290078763;4164108688;139507102829;41221568348;3706853240;3623274783;8288661128;5325889312;135404403993;123611554551;4182469201;4137218245;14342703401;5816386933;131223260523;140257802414;4199146721;3506840971;47182537379;9110383638;136350601554;322075798328;4268738584;4209984926;164652254099;22178944212;146839217545;250208059274;3738896204;3799152375;143626748041;53975301724;164488237146;148191347543;3957024913;3853995648;141767807811;131579758430;142273025669;146709328577
Ache todas as plataformas de lançamento espaciais operadas pela NASA.;31458481364;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;35486732992;35430367448;34873715124;34250967677;34663986814;35096634135;34933792077;35688138665;35523703083;34904837871;35858238248;36513489168;34079503363;34813994827;35770737068;35508925700;42216608792;37729674344;34303968613;34545911497;36046966560;36505296704;76786610811;48777642972;35869450896;35304506767;37237852545;35797522202;134239415903;82311768691;34774450269;34302042363;40156053581;36843590403;128477543077;125393578468;35260352664;35357993869;44629668661;40320860601;143159750812;131603188469;35806812061;35485332918;71410414422;45124168217;146240791907;155672148865;35883625485;34905336424;130769058770;55265150064;136481545706;205068222789;34921592715;34604885976;135787486044;74297539189;131355636911;144952109613;35548330661;36248832406;136524328233;130843075370;135745946030;133885799803
Quem é o prefeito de Tel Aviv?;13876545453;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;13938828424;14137738274;14115669796;13845912496;13856518288;14074980787;14021456589;13996923019;14243756034;13863581284;15276672845;15178716624;14401886054;13972235249;14454197771;14434296374;20991113299;20411148234;13822184395;13829068228;15018795095;15395351546;65092799647;65652537845;14056737871;14717999611;15016483431;15420188941;132920810606;135096572046;13834527741;14476971390;17598630361;17871441473;135208046940;140908871205;14714199767;14215905325;21945167639;22074002326;134501389278;133533097793;14070716398;13992865912;47660978425;48195169834;144727781667;147138296788;14160663715;14172861689;136078129448;133919072359;131216739667;134410753288;14261920711;14194653762;132120544498;137932026511;142622164813;134321624384;14061945478;14690724318;131760046189;135958564259;137410344034;129847212363
Liste todos os episódios da primeira temporada do seriado Família Soprano da HBO.;11165926485;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3252829606;3330338438;3263401943;3325195639;3391774204;3361205617;3344258829;3295750827;3978683382;3427939667;5202877791;4150129057;3351477703;3337525591;3866689417;3718811075;11415784801;6610508233;3300369869;3335747683;4368619467;4222414650;66273949833;11849525802;3417985908;3744349159;4818311013;4560282950;138364125841;26070937309;3414627914;3758532302;7535540216;6056762860;133363140522;132438027523;3353420610;3386725895;12767215513;8077430973;130860927346;137235163651;3952648161;3501768742;40980299823;20685259533;189636655715;275217405703;3481021342;4008791787;144524454955;66254503047;130428831256;152582465034;3565259091;3563172461;134682874833;132368721469;138353739517;160535349574;3596776520;3600309580;146580153248;151588691332;159118268060;146221801761
Quem criou Batman?;4012960723;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;4054715341;3291406845;3914238143;3982309800;4069474748;3959390311;4144563727;3793510931;4141176108;3876594433;5213467748;4955188923;3888976228;3939578009;4484927506;4282365661;12000654047;7874404487;4023900610;4106020790;4884478700;4688585655;65164593891;15841442988;3762007460;3880442397;5555407072;4864820095;130525642923;42701181726;4012820945;4318246057;8268713875;6390517857;135706691942;136323250315;4154464967;4034721826;12891617818;10795647738;147832757761;122968381597;4005085057;4197047185;40380617199;33529040165;145906887661;141567611820;4156443757;4204926271;138650655010;50811730294;136021837759;150216796936;4142758075;4189626310;134287506275;130798510310;131898765801;130934649108;4241183657;4490983457;143094991205;140928801375;137554415742;142813975897
Quem interpretou Gus Fring em Breaking Bad?;1138222558;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;877062988;875026366;923415349;924267312;970906913;1010917703;884146656;911583482;1085496168;1103909189;2222091696;2206711847;911308554;894422761;1383601731;1417211131;8773776538;8771669195;920295809;995605777;1918245391;1920538677;39931167945;41215796012;1006358318;980412115;2490616001;2506989724;135262473981;143123282877;1091565901;1078633279;5408860240;5558763924;135165354776;143167670775;1086144803;1086817168;10010605922;8100683655;132923982750;133684360867;1099508986;1115566520;37478660374;29855809940;224583326161;514501815167;1121292651;1108221202;141335124287;45177112916;139926149446;244142969176;1125504652;1142084290;133873708547;148357073557;141942744656;142181213534;1105682271;1179867778;133288419905;146828925408;139889284023;153844521052
Em que linguagem de programação foi escrito o GIMP?;2545430034;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1163959480;1178517605;1176217513;1178873354;1206497181;1241737627;1156043988;1168469007;1284726882;1333150983;2450563876;2576284602;1190916638;1222991037;1708581517;1653865476;8152316429;8420083922;1229929546;1209762683;2128556501;2194307564;38657659097;39340756409;1200976364;1224800453;2760059922;2734641075;135822917353;40890144113;1225701647;1256698931;5635149225;4287953387;134837187085;135289009038;1234751639;1265007277;10116679571;6238465297;145133491160;133460735288;1263428099;1269672420;35400859406;11363058402;500788830292;240515240108;1282758742;1282278720;155146898432;19015656127;134914965895;221566195138;1309026058;1343929007;127294885027;37212238394;142644618003;160323664577;1375124231;1324958532;147904024515;141155388665;139920204976;140657447276
Em que império antigo você poderia pagar com grãos de cacau?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quem é o editor da Forbes?;23013136380;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;22119585161;21668000669;22150849119;14240048592;21531089160;22212977487;21551351499;21859432255;22035261394;23750005237;23089715566;22869973397;22158939748;21685112740;23100121454;22990808676;28649543025;28795224883;22211167453;22143485967;22468956840;15098899731;77489911480;81325762277;21969964841;22014984191;23585968899;15685196748;132068328141;131826695501;14040924698;21978773601;25781826723;24991531955;134936577440;135851131867;21966445975;21879471052;29627197305;26276516306;122394131347;126886166338;22085841670;22147961935;54754513830;31311610514;135868941215;155608670312;22077874837;22020372216;143881564444;37912953431;136133888174;175718276675;22002127947;22146572349;135702658793;56408054819;123543711335;173186286842;22051121103;21335222592;128878133939;138534364682;128377698780;131775179537
Quantos habitantes tem a capital da Austrália?;21258785441;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;4826135724;4606116981;4432601315;3881368331;4577847678;4535539031;4592896287;4522203654;4735244203;4718515537;5695596489;6032374161;4725063531;3892987605;5370392224;5391145134;11162672928;12442900626;4542029679;4559290169;5386848080;5422311867;44550500729;42826949471;4627968530;4484196300;6294554151;6040651530;139748843362;132858785401;4589499462;4548058828;8777221983;9034791613;132826775364;130538956623;4569310626;4564903655;12867596304;13039146955;132015046374;145324343116;4618215266;4614926268;41017793451;38839596710;145586153760;242095429494;4992470692;5203270784;135281827429;130369782017;144694106725;137375434590;4747882980;4731951634;130863287325;137365558515;134542368375;137755239710;5027735015;5045902185;132501459016;131860628259;133766066969;135277699917
Quais surfistas profissionais nasceram na Austrália?;5083332621;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3173779087;3110364827;3111193633;3174021682;3180528815;3158906275;3088748857;3088749335;3354260861;3236989450;4553454860;4551466059;3137927434;3094556889;3698115765;3389680770;11000204997;10681231752;3172451462;3132645328;4126756129;3671357587;63323933554;42255122819;3251079503;3099735714;4723600692;3776846388;131003619483;130134025360;3142665042;3163311065;7404726349;4185602858;136512511212;138670245899;3158691022;3208329926;13544759096;5558020498;148469661690;136828552780;3313793059;3271132046;40353957965;16305743845;388632596985;142125564453;3326358640;3330814657;139570929111;48266547744;131090045265;199012611428;3450066439;3357468934;135081142810;152503894150;137485063642;138676470640;3701827750;3752988601;130987634230;137959355053;143047688275;133796121933
Que companhias de eletrônica foram fundadas em Beijing?;40929087392;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7959320190;7687531210;7769232881;7833506898;7785780943;7350472768;7605292634;7960423103;7996727599;8035637889;8776401702;8089553426;7579391844;7785668616;8348550534;8139065872;14869076017;10075425746;7730174124;7836692812;8549230443;8818975327;70776600157;15519302312;8219872545;7830341163;9058284226;8858171038;134946625445;27838484097;7829798798;7571132932;11082212494;11281168534;135153989791;141917719407;8044329239;8029481695;16097924600;15233080096;135329249550;148017303655;8113582182;8102465623;46687904655;28207971472;151686125893;231024697919;8588002844;8318744689;131313207680;46417086290;136037488756;156407717264;8100226211;8149549636;132852723995;80299111025;143381046459;137446138024;8438771105;8585680753;135321335184;136087385476;124345316388;140379498155
Mostre todos os jogos da Mean Hamster Software.;1547850649;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1587089483;1569632335;1566018599;1572792980;1578344710;1653024793;1562567503;1531422141;1698971225;1699476213;2723647478;2826690649;1594240267;1577323879;2109757269;2040171182;8804736990;9053639463;1547135910;1648090505;2516579421;2437209766;42975906412;40598419782;1636201069;1610358142;3170843642;3072390159;140886041747;140731936754;1688026102;1651591623;5762983079;4913168649;133817027668;134072785257;1696134075;1737264226;11079153177;9509628241;132436272191;133530781214;1959276140;1854858227;38180795549;36826833946;169166428855;159308974850;2168848739;2083799103;142553745404;135380656437;142523669403;142654235157;2404527874;2232241968;136165426690;133322745950;141940477601;134054505022;2415395243;2673045684;140975787172;134441027891;134647940692;133601080216
Quantas lojas Aldi existem?;824258960;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;849503054;880335487;889429671;891231306;943603246;955115595;864402366;862788299;1051135426;1120051368;2145147974;2158538366;896681380;899091718;1371159009;1396605350;7867284674;8078786316;917405176;911693534;1980734188;1865434426;39856803040;41532439138;881493678;925970035;2242124184;2020243979;134325008343;124358481822;919625479;919742240;2281668916;1961135620;127277825874;135300941910;881289369;891766129;2307770643;2029504542;127689143482;133772106216;923787680;902813865;2230294444;2037040696;134505323414;134180365850;907141358;913882618;2242592314;2133091330;126105626635;133776632387;932698100;920859750;2264912561;2031131179;134978251382;133779952277;917313885;908814122;2386685882;2013633824;126689924010;134836536960
Qual a capital de Camarões?;3047981638;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3475875394;2911024003;2994196753;3077399379;3093191870;3168848514;3347770446;3038267507;3256165033;3173718410;4755078294;4451164622;3500977201;3524038946;3531084282;3986580450;11023956720;10510425667;3085470112;3072082152;4009846336;3982060753;60454125592;60443046025;3601562035;3103058420;4454900735;4258540778;138500061529;130972105575;3106303146;3099040339;6831202146;5554554826;135556998597;129926670571;3548353727;3109705956;13301230719;7404756493;129258610290;136161961949;3080989692;3581431022;39021864974;10967814283;146507818393;142605795049;3030246285;3162581478;130822467523;16798551955;145551847296;232924611564;3070294325;3634890488;146226562757;33820860839;135974124121;145372097203;3092551618;3278855133;144492019585;75472652819;129384723965;144490874166
Há algum jogo eletrônico chamado Battle Chess?;1601748323;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1608994590;1642980623;1614639402;1642540113;1693464420;1729188142;1728592652;1612095163;1768287833;1694108428;3006251777;3135307065;1600057989;1629770881;2213512786;1846737770;8528582737;7641603094;1629251482;1671115136;2741705188;2264974521;44128429900;20266971802;1632921617;1586284867;3394565911;2578225801;143922299086;74020769701;1566701848;1614491792;6161852229;3165244670;134859572355;135341716306;1634713258;1676392822;11100533600;3931137878;132862447798;136710986619;1682322060;1658926881;41960805787;5804425425;130183103534;154066062850;1701316495;1762197288;143585634066;8037008517;145075089295;158724511772;1818362080;1797953544;149952287355;11407533554;149871676515;158926034820;2009479245;2106680564;133997955523;32585878374;135473212868;146119350930
A esposa do Presidente Lincoln chamava-se Mary?;40952441050;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;25624416519;26188243956;25881844455;25775372988;26321230940;26440544158;27180019976;25890973757;26639751585;26749799563;27054362473;26820888649;26552565515;25687204682;26494240504;26494463416;33735662898;30100254640;25979035040;26123625132;27402408469;26823501560;91540808326;37358506354;26130061914;25958659499;27848406037;27606909970;135217505211;60006414457;26022739408;26254867906;29637619039;27631359406;124631486084;130915982846;25973299716;26271344522;34586102248;28807322086;134109437092;130713918992;25913106287;26845091560;65228771868;32414123862;141077230638;144692630053;26063099182;26386585309;134582712138;37068849928;139535433259;149190671112;26237066815;26081547095;136441867295;42008962465;128910442368;168942208673;26078069840;25800397707;135444571536;95366124920;127106373817;125690038858
Encontre todos os filmes dirigidos por Francis Ford Coppola.;134282696893;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;15062200922;14634134826;15102744505;14791491424;14702172602;14677731787;14695177946;14569129707;14847005566;15067467229;16334686964;15356990958;14781410734;15045973995;15756392329;15085175161;23205985398;17582435122;15151154889;14659617038;15921005729;15650588710;57132871972;25101495586;15238248406;14892130910;16043797760;16521058148;135683554259;52861492344;14929548324;14819650794;18965331579;18587690484;131006002882;131327120748;14837563622;14772098644;23879178083;22477440121;134381024380;147961987353;14459359751;15100130352;51912993075;51186148949;215396392796;171833066335;14835260990;14723958101;132597582378;128605548024;135056501153;123855675686;15049600266;15258695593;133112406073;138033946127;135227935758;142745346594;15505948809;15132607691;135659117759;143632762432;133066288689;145449205714
Qual filme de Tim Burton teve o maior orçamento?;137881930873;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1256423533;1257433798;1309509807;1312457969;1325454438;1379545580;1343442820;1283452533;1424120252;1409768708;2592066483;2544206996;1302327226;1316231058;1804326527;1583823926;9423771017;9107508570;1402031473;1328972545;2331171921;2103705577;64285029837;41936098298;1344515518;1340358492;2926143528;2880749002;135747135756;135746292375;1388328743;1431052197;5576623672;4715623451;135335559877;143758012324;1448307803;1414524357;11125839210;6727031543;134525864789;131325970126;1457494413;1443538146;44184454948;13725720507;127474250650;143777748962;1420497631;1457620837;134406650957;32588348431;192377255364;221513354276;1439949658;1480448347;144517365641;48614806828;143529238440;192818917254;1506764220;1526493245;142521360754;142538368215;135189401979;141340983883
Breaking Bad tem mais episódios do que Game of Thrones?;2467699083;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1941101071;1968362938;2026615509;2023719575;2065691440;2049874283;1990199590;1933593542;2238856361;2171642794;3612277530;3188072819;2039666013;2017944553;2538241717;2402436237;10574409479;6431594285;1985446324;2056476933;3230855598;3128855729;62208595985;34736289762;2029127877;2030712091;3986223908;3876411438;135067605588;134935833416;2145284649;2106729060;6601529797;6316582963;135390855780;135126509298;2178921497;2174891671;12439870859;10631277467;129344607718;133026199175;2251621827;2225434408;41368023548;35859958996;182748279447;145899240857;2341735187;2281366811;134745568856;142321072241;142884482787;137294818643;2302287689;2354933866;142458244579;143698700721;141911284677;130551668736;2353357940;2367151755;141639362003;171551297303;156727594556;142084453527
Quem era chamado de Rodzilla?;978961049;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1078111246;1057766043;1080268626;1086460881;1143531145;1108960159;1041276581;1062532682;1250661874;1128228001;2391113813;2309325639;1059827526;1066802645;1593276176;1437423182;8460531008;8329945511;1076491991;1092959367;2078965469;1850319655;41535156494;38409241999;1085532589;1071360568;2711246237;2091849351;141487574418;133226383649;1086721282;1112940845;5253803804;3567791644;133445329857;134428967801;1106739979;1090301534;10106867931;5097574124;132347267857;132310658862;1089588074;1110777468;38577570183;9046921897;179066044321;141553077003;1143003524;1153296280;141745875714;15421418082;140557719652;239567161985;1161201001;1195028094;142277836201;31482685089;156530646388;232860600097;1161667621;1206112851;147476051231;139873515243;140207182599;145844783206
