;base;base;base;base;base;base;base;base;base;base;base;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n
Qual o significado de IYCM?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;29;29;29;29;29;29;49;49;49;49;49;49;74;74;74;74;74;74;99;99;99;99;-1;-1;149;149;149;149;-1;-1;199;199;199;199;-1;-1;299;299;299;299;-1;-1;399;399;-1;399;-1;-1;499;499;-1;499;-1;-1;748;748;-1;-1;-1;-1
Quando a Dinastia Ming acabou?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;49;49;49;49;49;49;73;73;73;73;73;73;97;97;97;97;-1;-1;147;147;147;147;-1;-1;196;196;196;196;-1;-1;296;296;296;296;-1;-1;396;396;-1;396;-1;-1;495;495;-1;495;-1;-1;743;743;-1;-1;-1;-1
Liste todos os episódios da primeira temporada do seriado Família Soprano da HBO.;24660;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;98;98;98;98;-1;98;148;148;148;148;-1;-1;198;198;198;198;-1;-1;296;296;296;296;-1;-1;396;396;-1;396;-1;-1;496;496;-1;-1;-1;-1;746;746;-1;-1;-1;-1
Qual é a população total de Melbourne, Florida?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Arnold Schwarzenegger frequentou uma universidade?;12398;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;396;396;-1;396;-1;-1;496;496;-1;-1;-1;-1;746;746;-1;-1;-1;-1
Em que país está o Monte Everest?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;29;29;29;29;29;29;49;49;49;49;49;49;74;74;74;74;74;74;98;98;98;98;-1;-1;148;148;148;148;-1;-1;198;198;198;198;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;498;498;-1;498;-1;-1;748;748;-1;-1;-1;-1
Qual é a maior cidade da Austrália?;39755;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;750;750;-1;-1;-1;-1
Ache todas as plataformas de lançamento espaciais operadas pela NASA.;29542;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;149;149;149;149;-1;-1;197;197;197;197;-1;-1;297;297;297;297;-1;-1;397;397;-1;397;-1;-1;497;497;-1;497;-1;-1;744;744;-1;-1;-1;-1
Quem é o prefeito de Tel Aviv?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;49;49;49;49;49;49;73;73;73;73;73;73;98;98;98;98;-1;-1;146;146;146;146;-1;-1;196;196;196;196;-1;-1;296;296;296;296;-1;-1;396;396;-1;-1;-1;-1;495;495;-1;-1;-1;-1;745;745;-1;-1;-1;-1
Liste todos os episódios da primeira temporada do seriado Família Soprano da HBO.;24660;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;98;98;98;98;-1;98;148;148;148;148;-1;-1;198;198;198;198;-1;-1;296;296;296;296;-1;-1;396;396;-1;396;-1;-1;496;496;-1;-1;-1;-1;746;746;-1;-1;-1;-1
Quem criou Batman?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;150;150;150;150;-1;-1;200;200;200;200;-1;-1;298;298;298;298;-1;-1;395;395;-1;395;-1;-1;495;495;-1;-1;-1;-1;734;734;-1;-1;-1;-1
Quem interpretou Gus Fring em Breaking Bad?;1020;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;299;299;299;299;-1;-1;399;399;-1;399;-1;-1;499;499;-1;-1;-1;-1;749;749;-1;-1;-1;-1
Em que linguagem de programação foi escrito o GIMP?;10558;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;49;49;49;49;49;49;73;73;73;73;73;73;97;97;97;97;-1;97;147;147;147;147;-1;-1;197;197;197;197;-1;-1;297;297;297;297;-1;-1;397;397;-1;397;-1;-1;497;497;-1;497;-1;-1;747;747;-1;-1;-1;-1
Em que império antigo você poderia pagar com grãos de cacau?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quem é o editor da Forbes?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;197;197;197;197;-1;-1;292;292;292;292;-1;-1;389;389;-1;389;-1;-1;489;489;-1;489;-1;-1;739;739;-1;-1;-1;-1
Quantos habitantes tem a capital da Austrália?;23014;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
Quais surfistas profissionais nasceram na Austrália?;7387;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
Que companhias de eletrônica foram fundadas em Beijing?;38416;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;750;750;-1;-1;-1;-1
Mostre todos os jogos da Mean Hamster Software.;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;149;149;149;149;-1;-1;199;199;199;199;-1;-1;299;299;299;299;-1;-1;399;399;-1;-1;-1;-1;499;499;-1;-1;-1;-1;749;749;-1;-1;-1;-1
Quantas lojas Aldi existem?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;29;29;29;29;29;29;49;49;49;49;49;49;74;74;74;74;74;74;90;90;90;90;-1;-1;90;90;90;90;-1;-1;90;90;90;90;-1;-1;90;90;90;90;-1;-1;90;90;90;90;-1;-1;90;90;90;90;-1;-1;90;90;90;90;-1;-1
Qual a capital de Camarões?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;99;99;99;99;-1;-1;149;149;149;149;-1;-1;199;199;199;199;-1;-1;299;299;299;299;-1;-1;399;399;-1;399;-1;-1;499;499;-1;499;-1;-1;749;749;-1;749;-1;-1
Há algum jogo eletrônico chamado Battle Chess?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;29;29;29;29;29;29;48;48;48;48;48;48;73;73;73;73;73;73;98;98;98;98;-1;98;148;148;148;148;-1;-1;198;198;198;198;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;498;498;-1;498;-1;-1;748;748;-1;748;-1;-1
A esposa do Presidente Lincoln chamava-se Mary?;39185;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;395;395;-1;395;-1;-1;495;495;-1;495;-1;-1;733;733;-1;733;-1;-1
Encontre todos os filmes dirigidos por Francis Ford Coppola.;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;498;498;-1;-1;-1;-1;737;737;-1;-1;-1;-1
Qual filme de Tim Burton teve o maior orçamento?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;74;74;74;74;74;74;99;99;99;99;-1;-1;148;148;148;148;-1;-1;198;198;198;198;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;498;498;-1;498;-1;-1;748;748;-1;-1;-1;-1
Breaking Bad tem mais episódios do que Game of Thrones?;2394;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;748;748;-1;-1;-1;-1
Quem era chamado de Rodzilla?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;750;750;-1;-1;-1;-1
Natalie Portman nasceu nos Estados Unidos?;19217;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;750;750;-1;-1;-1;-1
Mostre os netos de Elvis Presley.;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;744;744;-1;-1;-1;-1
Quais filmes protagonizados por Mickey Rourke foram dirigidos por Guy Ritchie?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;99;99;99;99;-1;99;148;148;148;148;-1;-1;198;198;198;198;-1;-1;296;296;296;296;-1;-1;396;396;-1;396;-1;-1;496;496;-1;496;-1;-1;746;746;-1;-1;-1;-1
Quando morreu o criador de Drácula?;21149;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;198;198;198;198;-1;-1;298;298;298;298;-1;-1;397;397;-1;397;-1;-1;497;497;-1;497;-1;-1;746;746;-1;-1;-1;-1
De que país vem o criador de Miffy?;28399;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;750;750;-1;-1;-1;-1
Qual é o nome verdadeiro do Batman?;33659;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;499;499;-1;499;-1;-1;746;746;-1;-1;-1;-1
Que forma de governo a Rússia possui?;22168;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
Quantas companhias foram fundadas pelo fundador do Facebook?;33581;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;149;149;149;149;-1;149;198;198;198;198;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;498;498;-1;498;-1;-1;747;747;-1;-1;-1;-1
Liste todas as gravadoras canadenses de música Grunge.;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;748;748;-1;-1;-1;-1
Quantos filhos Benjamim Franklin teve?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Liste os filhos de Margaret Thatcher.;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;299;299;299;299;-1;-1;399;399;-1;399;-1;-1;499;499;-1;499;-1;-1;748;748;-1;-1;-1;-1
De que região é o Melon de Bourgogne?;38042;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
Qual é o filho mais velho de Meryl Streep?;30241;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;99;99;99;99;-1;-1;149;149;149;149;-1;-1;199;199;199;199;-1;-1;298;298;298;298;-1;-1;397;397;-1;397;-1;-1;497;497;-1;-1;-1;-1;747;747;-1;-1;-1;-1
As rãs arborícolas são um tipo de anfíbio?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Christian Bale atua em Velvet Goldmine?;408;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;73;73;73;73;73;73;98;98;98;98;-1;-1;148;148;148;148;-1;-1;196;196;196;196;-1;-1;296;296;296;296;-1;-1;396;396;-1;396;-1;-1;404;404;-1;404;-1;-1;404;404;-1;404;-1;-1
Liste todos os jogos da GMT.;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9;9;9;9;9;9;29;29;29;29;29;29;48;48;48;48;48;48;73;73;73;73;73;73;98;98;98;98;-1;-1;148;148;148;148;-1;-1;156;156;156;156;-1;-1;216;216;216;216;-1;-1;315;315;315;315;-1;-1;415;415;-1;415;-1;-1;665;665;-1;-1;-1;-1
O Isar desemboca em um lago?;11906;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9;9;9;9;9;9;29;29;29;29;29;29;48;48;48;48;48;48;73;73;73;73;73;73;98;98;98;98;-1;-1;148;148;148;148;-1;-1;198;198;198;198;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;497;497;-1;497;-1;-1;747;747;-1;747;-1;-1
Que aeroportos a Yeti Airlines serve?;17433;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;74;74;74;74;74;74;99;99;99;99;-1;-1;148;148;148;148;-1;-1;191;191;191;191;-1;-1;291;291;291;291;-1;-1;389;389;-1;389;-1;-1;489;489;-1;-1;-1;-1;734;734;-1;-1;-1;-1
Que empresa indiana tem o maior número de empregados?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Que cor expressa a lealdade?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Qual a cidade com maior população?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quem criou a Wikipedia?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9;9;9;9;9;9;29;29;29;29;29;29;49;49;49;49;49;49;74;74;74;74;74;74;99;99;99;99;-1;-1;149;149;149;149;-1;-1;199;199;199;199;-1;-1;299;299;299;299;-1;-1;399;399;-1;-1;-1;-1;499;499;-1;-1;-1;-1;748;748;-1;-1;-1;-1
Rita Wilson é a esposa de Tom Hanks?;19602;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;99;99;99;99;-1;-1;149;149;149;149;-1;-1;198;198;198;198;-1;-1;298;298;298;298;-1;-1;398;398;-1;-1;-1;-1;498;498;-1;-1;-1;-1;748;748;-1;-1;-1;-1
A esposa do presidente Obama chama-se Michelle?;29703;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;149;149;149;149;-1;-1;199;199;199;199;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;498;498;-1;-1;-1;-1;748;748;-1;-1;-1;-1
Quantos grupos étnicos vivem na Eslovênia?;29986;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;750;750;-1;-1;-1;-1
Quem é o presidente da Eritrea?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;199;199;199;199;-1;-1;299;299;299;299;-1;-1;399;399;-1;399;-1;-1;496;496;-1;-1;-1;-1;741;741;-1;-1;-1;-1
Que filmes Stanley Kubrick dirigiu?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;74;74;74;74;74;74;99;99;99;99;-1;99;148;148;148;148;-1;-1;198;198;198;198;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;498;498;-1;498;-1;-1;748;748;-1;-1;-1;-1
Quando o Titanic foi completado?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;49;49;49;49;49;49;74;74;74;74;74;74;99;99;99;99;-1;-1;149;149;149;149;-1;-1;198;198;198;198;-1;-1;213;213;213;213;-1;-1;213;213;213;213;-1;-1;213;213;213;213;-1;-1;213;213;213;213;-1;-1
Quantas páginas tem Guerra e Paz?;21719;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
Quem é o jogador mais jovem da Premier League?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;149;149;149;149;-1;-1;198;198;198;198;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;498;498;-1;498;-1;-1;748;748;-1;-1;-1;-1
Qual a montanha mais alta da Itália?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9;9;9;9;9;9;29;29;29;29;29;29;49;49;49;49;49;49;74;74;74;74;74;74;99;99;99;99;-1;99;149;149;149;149;-1;-1;197;197;197;197;-1;-1;295;295;295;295;-1;-1;395;395;-1;395;-1;-1;495;495;-1;495;-1;-1;744;744;-1;-1;-1;-1
Qual a altura de Claudia Schiffer?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9;9;9;9;9;9;29;29;29;29;29;29;48;48;48;48;48;48;73;73;73;73;73;73;97;97;97;97;-1;-1;147;147;147;147;-1;-1;197;197;197;197;-1;-1;297;297;297;297;-1;-1;397;397;-1;397;-1;-1;497;497;-1;497;-1;-1;744;744;-1;744;-1;-1
Quem foi o vice presidente de John F. Kennedy?;21764;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;198;198;198;198;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;498;498;-1;498;-1;-1;748;748;-1;-1;-1;-1
Que subsidiária da Lufthansa atende Dortmund e Berlin?;9672;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
