;base;base;base;base;base;base;base;base;base;base;base;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n
Que cientista da computação ganhou um Oscar?;144165091047;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;38756916464;38638622093;38508917458;38682305981;39477553544;39106731120;38530877974;38683020975;38755532377;38784987028;40609769941;40330526037;38904896587;38618017186;39619647371;39254723655;44637422152;44262443531;38471780647;39119738257;39754767008;39549553494;70957593523;70703861942;40432347010;38668575060;40972023595;39888077306;144350022552;140312167394;38736110006;38430758869;42464025543;41151303429;138987040729;156549482392;38627297628;38766600924;47056393721;43245580222;143794470167;146186395975;39963710948;38768614304;71777230703;52532143975;164147630617;206909027404;39599885225;38603170202;155597991819;72371005686;143403072461;159905236919;38659422065;38961821134;148629428547;85203234630;148545366193;177185091613;38642390171;39356385013;148540931300;147774305852;149401042308;142909329102
Quantas empresas foram fundadas no mesmo ano que o Google?;57707828845;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;15245243991;15303125256;15395313822;15173348505;15475075538;15564852789;15337468260;15492774127;15661123199;15428702303;16914380110;16259385302;15467764130;14458115063;16186083867;15554256473;24713708349;17502898781;15346069964;15183939129;16620734991;15895257310;80821315282;25127724192;15906811626;15461758168;16943602267;16357247392;149761429064;40561765289;15499582814;15348748069;20055551119;16663166651;144581897395;133469005408;15502279235;15420700365;24964577389;18801016090;145264632567;133723446085;15432896551;15758593567;54404603085;23108548813;-1;134638983113;15897438547;15449588737;148534952420;46879557826;148696136345;176690694769;15764934356;15550067538;156908227420;57338575587;141318305430;138675482576;15749306709;15690110041;143326883097;150054429871;154501785522;154687378622
Em que cidade da Inglaterra está a sede do MI6?;59295068334;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;11581744798;11653629057;11690593418;11682037078;11732569831;11646490626;11555659049;11680281550;11826918197;11966574797;12998664227;12939305299;11693271636;11734676245;12253171490;12205489599;19462434116;17490700523;11740939392;11705964747;12803572159;12827979083;75996566016;19418523509;12143514890;11799458236;13737749488;12819905570;144191111984;31370955207;11848601199;11732278568;15978322052;13744740426;144109731901;137339455416;11900579595;11787086618;20238344053;15075368512;141727760365;137892695057;11754305169;11842014566;55750463674;18210311478;171251783952;280851015238;11898803494;12125450087;157866246164;21864144952;181551220643;166413471468;12048019471;12088693408;160042800230;46593612858;160846656467;144449969453;12408478195;12448004251;143783107993;152144490424;153334879683;145540869419
A Crise dos Mísseis de Cuba ocorreu antes da Invasão da Baía dos Porcos?;121523777992;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;79318296662;79640574795;79566881129;79872797195;79815989524;79088165278;80434224865;79473146569;79563538551;78462777553;80511572560;80697300391;79772411544;79372556547;79971511218;79440732341;84322488346;85679030785;78748578277;78283216189;80282056262;81999328149;112751417841;109727767174;82158654175;121698062856;121868980838;80530767479;162873335083;153459598549;80552461687;119964211337;82085741340;120947816726;149027947877;156621678147;78993222549;119195078385;88038494345;81599590714;158062565291;161368605565;80221964650;120899891946;112209646634;83872564734;165662435004;163432118744;80182316096;79856507005;151352517940;125304268948;151826298246;169068674624;80123216235;79030637146;151456661648;126089408873;153165969407;170532529108;121452680678;79984560900;159536959984;149181004697;156266028410;146651071705
Qual o significado de IYCM?;28742038779;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;29373838757;29021073440;28896755089;28838271470;29323986433;28826430440;28461289831;29471259511;29094902620;28901028223;29932388871;29761719741;28869547990;28802187455;29122126180;28849801718;34875773169;34588126525;28872658580;29036443956;30024275813;29558527042;65816868617;66499622215;29972123742;29314834035;30587231015;29385777770;144024617886;145776065839;29182975405;28943812022;32534230171;29734815827;152233751272;141926351494;28841981250;28594655833;37129605985;30557605987;139653149839;148930473769;28870787378;28551131561;61884391495;34348990200;180698913483;155350103258;28934699429;28825295590;144710481195;43944495300;142850453709;197200526326;28923850803;29697249753;145857550645;102942812486;143702958471;149538001275;28987053820;29501567217;152812713244;142999704516;146395576951;158500355436
Quando a Dinastia Ming acabou?;7566482172;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7139741232;7120343101;7216047907;7165490918;7293458784;7220494644;7055464677;7124263399;7382385813;7382550423;8506053340;8495851446;7078247449;7277315410;7718782724;7511076952;14710277942;14424659131;7288523539;7272523787;8181801428;8144810185;45375026375;46275743521;7234855842;7191287001;8748613748;8718587988;137733725539;142252344515;7346271694;7350428710;11632872186;11896911138;144469925919;140724442556;7273732893;7368676022;16347708799;15238736206;139749038779;139885874419;7327805943;7251445391;46019491439;23754106065;238090219073;267376061740;7448694446;7414244503;148699409860;45702423638;146002610420;206971017065;7299361083;7344855581;155152444623;79213009114;147772902595;171290490678;7436593792;7384129176;146520408051;151832166452;146804248310;167928734220
Liste todos os episódios da primeira temporada do seriado Família Soprano da HBO.;20331585488;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12488336914;12257893882;12404277044;12338299399;12369634177;12335645461;12509362948;12283561137;12781185391;12699089595;14078480449;13511703391;12522069204;12301025672;13018826271;12902534392;21383411505;15386147313;12616072820;12480615190;13669444834;13330790398;75361350659;21853263260;12663872684;12548935082;14398511210;13610499776;145175539672;34651105215;12613669552;12546024642;17680155810;15321021435;144724745586;139530498001;12992566240;12635051906;22210540958;18867009925;141364866205;142357746445;12553400880;12742929209;48396829422;30606918828;177493187125;221872437980;12736828424;12732785498;151843701791;79898127703;153812703806;155429560361;12664927105;12851820881;140903933816;147325351159;152718188704;151240769449;12863163929;12732805553;149853202790;153270399420;151409989077;148825206895
Qual é a população total de Melbourne, Florida?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Arnold Schwarzenegger frequentou uma universidade?;21135280030;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8918013643;8780818056;8935936563;8998989326;8898355540;8948716026;8818535574;8817389240;9119262129;9031640952;10188667955;10323668652;8876727969;8958623081;9339016234;9255373808;16351235703;16834162196;8869085188;9019465065;9720645899;9781809868;48172572776;48295859577;9382333742;8898157446;10893070656;10410388155;137033900802;144950053229;8879974110;9013132600;13265392597;13146534094;150675616441;143089435939;8997020625;9032560602;17973574606;17743259590;153201406133;141565477931;8972798304;9032402228;45234886491;37484295182;227556099270;152453390119;9105116207;9251098532;150304157121;53665606709;141498270611;137597925936;9192346936;9258348275;156802585235;150991937111;149507047848;157799195858;9239949280;9283187770;149272731200;148449537473;171771750775;155325755082
Em que país está o Monte Everest?;11125912714;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10014128413;9700876607;9631076319;9799521487;9782102209;9595586043;9600297089;9730632237;9955533570;9758383709;10890226209;11036442064;9872690670;9805762452;10144090659;10211413797;17116372639;17050262337;9868859873;9681283808;10763363478;10846568829;65385691554;65468476221;10225829862;9683334253;11366724304;11466579850;138018744328;138074308435;9944646428;9842830865;14034208435;13683816015;144393602027;143259660837;9972378410;9839604555;20214007156;15057686106;152709689943;142796641885;9860568651;9863054657;50721927216;21774526574;172862041729;153613464558;9944421143;9764772195;149560392461;40104954441;150957758500;199300089836;9876915089;9879031435;152035946712;51659752311;151569445652;208853182095;9841572026;9761495827;185369006826;155697538154;142445865759;184267834658
Qual é a maior cidade da Austrália?;61129805571;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;14114489328;14048926220;13872264520;13810136892;13760576728;13840512420;13538308939;13638341516;13963687348;14380457870;15493363824;15161897140;13578633317;13925261914;14885282678;13982412504;21996260478;18752680532;14415189169;14303062337;14821446886;14124074253;74763062063;22523684428;15066876173;14197435630;15530943079;14458517212;149537177775;51436162814;13816541618;13613626995;18563529101;15558871403;145564959373;133718369214;14286501534;14187542246;24625216832;16123431004;141274509184;150429593544;14281433245;13594680899;57324589235;19397375420;146417760905;-1;14301748981;14332346437;174895859563;32359977123;156994659664;260421532368;13771922816;13871429693;153811901728;64204346900;174499278081;158359794763;13902547205;13958396602;151782966147;141648805963;152385780603;156876352647
Ache todas as plataformas de lançamento espaciais operadas pela NASA.;53704209607;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;49172099042;48882877932;48458825151;47865384731;48016179664;48525678280;48218288966;49121574225;48972353979;48408428145;49514561729;49808572995;47589608166;48751164147;49390011977;48864229000;55792383125;51273638458;48027448057;47931065141;49805249133;50412014920;90697327923;62995284989;50254233912;48995592465;50998562521;49699727398;148059328039;96153151333;48600963318;48106466807;54233269556;50753933496;142212401325;139038266068;48881414827;49040497049;58759253678;54458584498;156722236559;145300044100;49286297784;49105679242;85331946815;58931685084;159793569674;178093882910;49609064278;48473613092;144653753558;69188088717;150337525955;218518204306;48489373203;48127133041;149543022939;88316457866;145190323137;158651697206;48901337163;49762709046;149997222273;144509183004;149223861399;147647160486
Quem é o prefeito de Tel Aviv?;24287648889;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;23937129615;24150111446;24267651654;23872854018;24238192158;24088145445;24099948748;24090038794;24380220238;24008022699;25391858297;25343017206;24541710840;24397810378;24624605823;24526893948;30991721914;30599463273;23945267352;23941413155;25116854372;25502779370;75206733002;75955777228;24395166440;24938531926;25177428516;25559279828;143137301203;145209441157;23950752672;24689839417;27848974439;28022260104;145493061768;151183747831;24850927842;24424853741;32073785915;32311075303;144775956676;143772901612;24191990633;24348895568;57861661052;58471484264;154955034103;157354384288;24302940593;24254920564;146370134870;144019880538;141521094676;144519659566;24430978725;24335639812;142332482613;148270376414;152795658645;144483373844;24100225465;24841232116;141955789251;146162717959;147664221012;139989907726
Liste todos os episódios da primeira temporada do seriado Família Soprano da HBO.;20375399984;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12405832882;12545284578;12482302973;12426977652;12597307035;12543941312;12525657217;12428082822;13000822723;12558035325;14588440249;13572286987;12626445442;12501031074;13064353655;12985640846;20779190210;16052116248;12448699776;12461966344;13594501157;13523749884;75678939369;21253374689;12850121759;13046862776;14147603549;13854536937;147644457536;35441181595;12646419662;12931387536;16901267820;15473144847;142645306558;141707030540;12455457125;12633326504;22085182620;17281555235;140101545687;146542668823;13198583418;12724193779;50170446757;29805016351;198935121883;284330029983;12770268733;13234906904;153608294447;75637167396;139527876214;161799641734;12580186018;12652199643;143944819136;141515234019;147457214838;169643714899;12893113824;13007372209;155870651088;160777377789;168432794711;155452815877
Quem criou Batman?;15425623755;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12542540992;11706998238;12609591665;12617552730;12796544673;12605247854;12602636487;12429104440;12756079477;12573109688;13809676287;13636009073;12274784857;12552697613;13184981403;12871155156;20575812396;16631587595;12634544330;12638117002;13614014316;13471964375;73991851107;24622149403;12530801344;12456572511;14107868324;13569660498;139079209672;51291219358;12605645438;12957342126;17001296854;15172668728;144296588186;144738715484;12752301980;12628229813;21628868818;19504339312;156358048899;131469390207;12499718458;12687327955;49220461755;42253480183;154502159030;150044927467;12682365899;12641337854;147237494553;59488851957;144582681977;158720810974;12623573006;12687169381;142949771447;139352345148;140397859303;139575676255;12804119033;13090218822;151668110167;149500615896;146206502606;151450193488
Quem interpretou Gus Fring em Breaking Bad?;7514128745;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7050991821;7076709665;7066938380;7208977579;7164339620;7250174814;7111993650;7067811223;7300076748;7258087306;8421538327;8502257844;7148704346;7053317884;7540142133;7653207749;15021246954;15114931766;7166543736;7184357618;8136664741;8121095875;46088070107;47508759220;7519138120;7245382254;8691733530;8676676750;141588788244;149381238764;7252327428;7269840532;11650680055;11730883327;141443082522;149425606687;7263652222;7251934409;16187547654;14292241344;139142658600;139908563950;7316616885;7348748977;43644382195;36109917015;230898931385;-1;7307174447;7245961591;147569517728;51516949791;146124313550;250341165598;7267347627;7404708465;140118132464;154690284370;148197758573;148343099010;7412028379;7386663799;139456881490;153050294163;146118473278;160077976943
Em que linguagem de programação foi escrito o GIMP?;10588034144;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8080988996;8124211295;8091613776;7965995998;8071711116;8041632678;7983981932;8116179778;8171237170;8268863008;9197309410;9523163898;8154167039;8088215853;8641636012;8569449061;15134190091;15497094758;8137092251;8326039457;9058964095;9111125970;45594332313;46202850263;8280491699;8185247623;9947312573;10017973346;142678778567;48055936240;8186313123;8142105268;12845464896;11418897850;141691585404;142289331695;8166141046;8246901706;17289113216;13297630290;152049553928;140334102136;8122128349;8177349133;42411423347;18416105924;-1;249964672358;8240566782;8200887700;162069391278;26176412397;141701178054;228473687187;8114845248;8265661927;134168162722;44263359608;149518160292;167301535012;8306304341;8179842561;154731291319;148026902121;146989727541;147552229552
Em que império antigo você poderia pagar com grãos de cacau?;13513805579;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9292537822;9366212560;9193253014;9152675267;9314732824;9135228928;9294301305;9240079066;9246178714;9357869317;9354297999;9283439506;9153332263;9310506405;9432530101;9154454091;9253223403;9197230186;9362042825;9323224302;9350124924;9416849287;9326377372;9249975560;9568173049;9338724059;9296015956;9411742333;9251892644;9234949350;9344757656;9264784909;9423177807;9390103674;9476621421;9583566933;9221685259;9292219825;9359892096;9358742732;9447912474;9250628744;9258266861;9317712784;9293407553;9334389499;13051274471;9439427419;9293458992;9209590483;9602687400;9243656041;9311378801;9241747542;9378944332;9432175583;9238796957;9535860986;9329855804;9608050457;9337314132;9372935048;9476409543;9532604509;9397941169;9678385570
Quem é o editor da Forbes?;38232178870;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;33360854528;32724396093;33395475801;25407613288;32744830744;33319435364;32772744979;33168851452;33316094649;35214303259;34310678928;34068091152;33616180180;32985055862;34358880719;34129165590;39803124948;40135007295;33371406666;33364357940;33909406906;26449820175;89011303379;92740457919;33605296980;33357756025;34984909974;27039246250;143439167646;143304074027;25523472949;33235227547;37125210923;36537729359;146499164811;147383612297;33415794291;33251527162;40974600109;37531336324;133650726943;138201883192;33397031061;33405145022;66153850739;42698395520;153513595916;167040782554;33463875864;33316197204;155384251090;49436994260;147570570065;186994348769;33379077194;33451839191;147414315433;67757515547;134788765805;184648457284;33276903359;32764228795;140387858476;149894471488;139842721850;143155192528
Quantos habitantes tem a capital da Austrália?;30430921459;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;13789895926;13587262502;13473799183;12951893652;13658726055;13534222862;13648621862;13593601146;13693278477;13679533041;14705124156;15145005036;13741119589;12827688962;14242989515;14398599617;20271349796;21471082846;13520929146;13490006997;14463627415;14431823961;53560313353;51864127223;13902020951;13510052342;15256948457;15110692488;148776164593;142030483958;13627680098;13476068126;17773530961;18078697325;141989913704;139612876509;13453086988;13690236184;21873709176;22113876499;141061028736;154418877053;13682121750;13807923012;50003065917;47954596983;158355902275;251082126721;13910397491;14189791442;144388349457;139416985178;153785686556;146428850555;13671501464;13667306991;139999003135;146359412798;143604218185;146899397932;14026582023;14010495872;141580079775;140914930336;142801927360;144363078318
Quais surfistas profissionais nasceram na Austrália?;12641302786;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10699956974;10646945958;10619972544;10627215744;10740696472;10616662659;10657154965;10664145888;10891727548;10910781190;12051103139;11986432610;10712096814;10601706164;11353777110;10842053765;18649292977;18288684017;10821958518;10570903069;11634598498;11154188087;70823510206;49836175859;10898834162;10636594126;12312421169;11328437725;138573491879;137645566763;10639557985;10847948480;15016916300;11781890077;144118153691;146198779571;10713145417;10780458005;21142678747;13056518823;156027170426;144450860816;11011301620;10815593145;47835567162;23888232617;-1;149837350048;10917156499;10862899080;147162473060;55778959192;138678805856;206538837437;10960198883;10878877934;142695271829;160059791666;145095646264;146223063359;11205099924;11323631654;138605286634;145623797303;150565346601;141482149949
Que companhias de eletrônica foram fundadas em Beijing?;57122190039;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;20049473259;19409055913;20161606131;19801559765;20126259944;19503271819;19501623287;19800552537;20270233815;20105626063;21053611673;20180426031;19559925190;19535108379;20721073086;20509445734;27112467013;22380546974;19877080013;19651268150;20858947419;21248864963;83112524925;27611355381;20491517115;19650294331;21195928001;21305765114;146736383993;39911037424;19679264408;19672469926;23234921028;23454731259;147284644988;153784972852;19845576474;20019148732;28563665856;27802335873;147273969145;160105011999;20199504485;19918069009;59085192215;40540437817;169787638190;242904640003;20749698439;20407939286;143401008583;58691242686;147926579467;168385315024;20064238660;20130389764;144941869730;92958371814;155184833621;149285079862;20157907487;20325240379;147286829794;148152320154;136493956510;152597450127
Mostre todos os jogos da Mean Hamster Software.;13900404550;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9798632589;9695283049;9708040952;9729543395;9739074772;9729344420;9620235692;9667863904;9810782041;9884558483;10887695326;10904010744;9670726465;9712299146;10258565414;10058522655;17031716615;17107187247;9712998237;9733371348;10742763564;10654969441;51201818028;48851520367;9919687015;9766614715;11315028124;11305284512;149014768166;148898335298;9760578019;9808316580;13937846260;13055715825;142029243075;142219555858;9844031352;9860471576;19325757286;17661119879;140716107966;141640307829;10092512092;9985811421;46463509831;44877996092;177330969547;167618380055;10223720037;10200778010;150740748197;143562904248;150601569732;150713077271;10631003011;10427626374;144303066329;141528083964;150083664520;142201262437;10627632371;10814557811;149167768941;142557525958;142833956501;141889629418
Quantas lojas Aldi existem?;7535957403;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7445637563;7400523619;7503397195;7447490822;7579008440;7443040844;7418640110;7433859382;7585374757;7620147683;8659001969;8729757499;7428724467;7451291641;7867822767;7870352619;14400996972;14615216495;7538560702;7485078716;8603147644;8408262543;46405058529;48200528858;7547924468;7503937594;8721473258;8650090809;140801147193;130779342808;7589212498;7495902610;8711495538;8556263451;133708791444;141799362027;7381602644;7479364005;8854409343;8601750316;134113757056;140212768147;7405629395;7463969044;8785933057;8516579984;140960635093;140621559750;7488882753;7391540473;8876873365;8689378308;132633669610;140250532321;7422976081;7362513277;8908236299;8494739802;141373793107;140278109840;7410719507;7455738380;9082516178;8480866033;133080721550;141232316181
Qual a capital de Camarões?;11548706722;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;11665234106;11036765343;11230817938;11306845936;11264507782;11338131837;11553521123;11213016098;11381452389;11460787774;12938794271;12749795005;11685179014;11663543832;11758974685;12176428131;19234320290;18705578946;11268545773;11246592955;12314977813;12132255868;68702576786;68725790725;12068394871;11304753215;12619336524;12542270207;146697194779;139265341609;11419650352;11268136738;15017594448;13919055395;143717641129;138020499095;11674620541;11326244298;21564676780;15624697724;137508463460;144288073817;11263010245;11784265927;47313096686;19274358195;154788640433;150873537343;11234293393;11353412125;139035359437;25068547572;153850782194;241308494206;11323455367;11874610091;154520973570;42192891303;144120205620;153588472507;11306515280;11396894056;152784176397;83832940609;137758364843;152886362271
Há algum jogo eletrônico chamado Battle Chess?;9933335108;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9812909649;9996897507;9825638775;9748109634;10048480789;10034677721;9888745126;9761764087;10030127138;9895785101;11276252359;11330834966;9781867278;9987532015;10519554590;10122064427;16802404053;16121671320;9723958812;9722064526;11020675612;10620530835;52369815866;28714727753;9970013505;9985106224;11544050834;11012801589;152081697650;82373389444;9810540565;9733912553;14342428596;11496204033;143181042712;143528145834;9753215657;9804370466;19221809618;12300051037;141086848302;145045359888;9975025600;9768872605;50259594818;14107876118;138396712114;162247777100;9828264137;9989289873;151912578596;16365148908;153407756934;166977942414;9946373389;10001188290;158149478746;19724441341;158057580481;167092295002;10316635302;10385620573;142233939862;40976955995;143678576367;154430413204
A esposa do Presidente Lincoln chamava-se Mary?;59148510444;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;38907757440;39241692075;38916163184;38955777929;39498488861;39718350078;40116355568;39088568442;39675476940;40011107210;40362786400;40103598736;39581860086;38874848701;39694575688;39720874975;46962652922;43300775164;39327233366;39352994636;40524050132;39881734039;104809083692;50980588096;39454871808;39342047818;41409453821;40835358127;148370407496;73409820615;39418375003;39540626286;43078541826;41057535810;137860129115;144237133324;39230896127;39394168063;48097267069;42338782516;147326790943;144290218449;39163599162;39981523612;78709846793;45969504650;154441731756;157981571769;39314556182;39399361058;148010001024;50404576349;152771409260;162571344263;39366241168;39339224303;149948893294;55416164117;142323216060;182340995210;39469785260;39156269071;148675118808;108960319183;140387878754;139100701976
Encontre todos os filmes dirigidos por Francis Ford Coppola.;151536149428;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;27898569117;27482765875;27891666777;27631623053;27555030041;27377361979;27511274244;27381398957;27654357924;27961048456;29147487253;28199528237;27441934730;27664936237;28709007458;27948215996;36165917645;30330556474;27933523850;27482067115;28772337808;28373638449;69868444667;38208987638;28267689665;27921714669;28967492031;29310476924;148498089343;65770095730;27789547105;27762444145;31961411544;31563554753;144031927385;144282855902;27789355051;27576253078;36904649578;35691100798;147225339678;160925108599;27470587570;27796389831;64864947254;64034441871;228339422672;184980472683;27708081614;27677439577;145561048215;141580609974;147998830492;136945337805;27856562724;28044521908;146091955756;150948498187;148098146038;155629065835;28677639029;28132093660;148720272795;156821173261;145889426752;158327374563
Qual filme de Tim Burton teve o maior orçamento?;146908398997;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9297638433;9134998545;9200709229;9028835101;9111280126;9269707775;9130841209;9219336194;9338943732;9270199436;10572631688;10346205122;9196253783;9085938496;9626098396;9319577418;17300884784;17104561037;9393008741;9198913454;10104557311;9900589952;72102938355;49949114172;9265708561;9363968648;10878680748;10769608501;143565583390;143754623009;9345123347;9485093761;13688490165;12745091440;143640707982;151718136558;9459981343;9241425971;19014593872;14613106241;142544368654;139320777428;9470843133;9550813305;52076390863;21662033068;135372450155;151660622699;9504086797;9265816104;142383152236;40551294583;200283104239;229373114138;9367513168;9488037003;152448693447;56576804360;151345176882;200734002930;9457023776;9464794752;150470998720;150497650176;143182676011;149249076582
Breaking Bad tem mais episódios do que Game of Thrones?;10652058615;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8941697543;8907871610;9000654316;8989064535;9013613893;8933196048;8800191748;8905503134;9353302062;9231422758;10781716048;10284525210;8874592019;8902179962;9554534702;9548350109;17673823332;13594501995;8944232575;9010383227;10439230455;10275289917;69402163260;42036714610;9199118067;8982354472;11116994399;10979082291;142158543420;141936123682;9168972554;9057290621;13775707337;13422479443;142350750903;142104800312;9163805902;9173881948;19610413587;17824918275;136213708576;140032603176;9237982340;9283224465;48565057206;43059034008;189670333983;152903069115;9203301437;9212803597;141640329485;149278541444;149984038449;144159655018;9278553497;9347183891;149284715454;150744019996;148854754159;137486196430;9340541863;9413996413;148621758108;178616702889;163725774667;149108785561
Quem era chamado de Rodzilla?;7715567509;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7775915173;7744942959;7744647365;7742875678;7766212171;7752681908;7655678128;7835356679;7891334759;7917707119;9042968636;9043466459;7693207433;7773476080;8283716542;8109146375;15328624467;14999951745;7744132433;7740823520;8839333024;8581141056;48282979393;45097569157;7799370091;7725068009;9481940427;8752396408;148276762045;140014997223;7731541884;7860885255;11921001458;10327931670;140148584591;141212756004;7715446898;7712304800;16801208577;11869056541;139048276781;138937980143;7751458960;7804592476;45333431801;15955642209;185999793598;148329851704;7768962120;7807802603;148506536783;22199370173;147245141177;246350370740;7766429872;7790921598;149068831932;38200478520;163221965204;239571040671;7869096542;7896812827;154236075283;146663076766;146876115485;152577541084
Natalie Portman nasceu nos Estados Unidos?;24877081734;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8751487637;8680655437;8874021318;8754054397;8962144257;8930426951;8616915390;8739533446;9279290184;9183394607;10361613782;9956007789;8684372987;8658547111;9533712391;9239064962;16981922240;12619652480;8741146254;8777808913;10009604193;9559442811;50495843902;40547211577;8772460462;8754674775;10716134485;9664286916;146948370997;149807257594;8688614303;8759101873;13642373864;10713121995;141850970367;142974737440;8743138743;8668526909;18346827693;13802693097;139824262442;141759357011;8974138668;8962207543;46333688692;20333691211;138182923651;160178558186;8972564634;8797988427;147601055234;28246076269;138114858987;-1;8991455092;9187594480;148132997946;44442068074;147306202309;153645875809;9492833347;9714081821;140646217063;147631637093;149097307884;140068897143
Mostre os netos de Elvis Presley.;49407826356;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;46658141622;45626026800;46183394989;45896686694;46980748917;45897136443;46182557323;45470206157;45548124452;46237117453;47107992184;46720270408;45311486889;46186151433;46692423533;46784042312;52214742331;52649963738;46829535720;45991057037;46880093065;47246489782;85929978607;85261284375;45979098057;45788007830;47304390299;47112783129;155768974598;141378248097;46501417651;46825418054;49792168096;50658828986;142733816798;138185110488;46881021266;45489588874;54205267493;54575831533;153532787113;141812836182;46528458600;46639759037;79923498463;78537949068;155574212206;168638203374;46398950952;47096923666;137048778838;142383200563;137907379884;143950913130;46380144070;46724781421;147907344874;148749539927;149301373091;138453053047;46351132192;46221411675;147823474435;143406188431;149692666794;137211566390
Quais filmes protagonizados por Mickey Rourke foram dirigidos por Guy Ritchie?;149291842989;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10395934021;10337710785;10549618626;10574902890;10565434047;10520438478;10396850932;10428224076;10890200593;10668710601;12012532057;11236676146;10185693856;10254990655;11196691707;10776683959;20565215374;13738275837;10582852589;10370510439;11658291035;11044003297;57990217168;21143937147;10406268770;10495831818;12543792131;11311386882;144568929872;33264611849;10755559800;10717383679;15570916729;12638418878;142098183940;132606449599;10615251431;10800553688;20703851204;15385468740;141561947538;142357552151;10860375085;10708517823;46733191471;22474461602;153484234386;142241634057;10903340229;10613915083;150281086383;33518879746;149459236419;131718416292;10882340739;10762288565;157570076675;52558259230;158085813807;135008643888;11230023674;11355633925;141500773046;150464984071;140885894512;150764737038
