;base;base;base;base;base;base;base;base;base;base;base;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n
Qual é a maior cidade da Austrália?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ache todas as plataformas de lançamento espaciais operadas pela NASA.;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3;3;3;3;3;3;3;3;3;3;3;3;3;3;24;24;24;24;0;0;60;60;64;64;0;0;60;60;0;64;0;0;60;60;0;0;0;0;60;60;0;0;0;0;60;60;0;0;0;0;0;60;0;0;0;0;0;60;0;0;0;0;0;0;0;0
Quem é o prefeito de Tel Aviv?;1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0
Liste todos os episódios da primeira temporada do seriado Família Soprano da HBO.;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;3;3;3;3;0;0;0;0;32;32;0;0;0;0;32;40;2;2;0;0;32;56;2;2;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quem criou Batman?;2;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;4;4;30;15;30;15;4;4;36;36;36;36;4;4;36;36;36;36;4;4;36;36;36;36;4;4;36;36;0;36;4;4;36;36;0;0;4;4;36;36;0;0;4;4;36;36;0;0;4;4;0;9;0;0;4;4;0;0;0;0;4;4;0;0;0;0
Quem interpretou Gus Fring em Breaking Bad?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Em que linguagem de programação foi escrito o GIMP?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;78;0;78;0;0;15;15;0;0;0;0;15;15;0;0;0;0;15;15;0;0;0;0;0;15;0;0;0;0;0;15;0;0;0;0;0;0;0;0
Em que império antigo você poderia pagar com grãos de cacau?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quem é o editor da Forbes?;1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;0;0
Quantos habitantes tem a capital da Austrália?;1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0
Quais surfistas profissionais nasceram na Austrália?;2;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;2;2;0;2;0;0;2;2;0;0;0;0;2;2;0;0;0;0
Que companhias de eletrônica foram fundadas em Beijing?;4;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3;3;60;60;60;60;3;3;60;60;60;60;3;3;60;60;60;60;3;3;60;60;60;60;3;3;60;60;0;60;3;3;60;60;0;0;3;3;60;60;0;0;3;3;60;60;0;0;3;3;0;60;0;0;3;3;0;60;0;0;3;3;0;0;0;0
Mostre todos os jogos da Mean Hamster Software.;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quantas lojas Aldi existem?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Qual a capital de Camarões?;1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0
Há algum jogo eletrônico chamado Battle Chess?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0
A esposa do Presidente Lincoln chamava-se Mary?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;6;0;0;0;0;0;18;18;0;0;0;0;18;18;0;0;0;0;18;18;0;0;0;0;0;18;0;0;0;0;0;18;0;0;0;0;0;18;0;0
Encontre todos os filmes dirigidos por Francis Ford Coppola.;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Qual filme de Tim Burton teve o maior orçamento?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Breaking Bad tem mais episódios do que Game of Thrones?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;3;3;3;3;0;0;0;0;0;0;4;4;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quem era chamado de Rodzilla?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Natalie Portman nasceu nos Estados Unidos?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3;3;54;54;54;54;3;3;84;84;84;84;3;3;84;84;84;84;3;3;84;84;84;84;3;3;84;84;0;0;3;3;84;84;0;0;3;3;84;84;0;0;3;3;84;84;0;0;3;3;0;84;0;0;3;3;0;84;0;0;3;3;0;0;0;0
Mostre os netos de Elvis Presley.;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0
Quais filmes protagonizados por Mickey Rourke foram dirigidos por Guy Ritchie?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;18;18;18;18;0;0;18;18;18;18;2;2;18;18;18;18;2;2;18;18;0;18;0;0;18;18;0;0;0;0;18;18;0;0;0;0;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quando morreu o criador de Drácula?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;3;0;3;0;0;0;3;0;3;0;0;0;3;3;3;3;0;0;3;3;3;3;0;0;3;3;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
De que país vem o criador de Miffy?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Qual é o nome verdadeiro do Batman?;2;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;2;2;3;3;3;3;2;2;3;3;3;3;2;2;3;3;3;3;2;2;3;3;0;0;2;2;3;3;0;0;2;2;3;3;0;0;2;2;3;3;0;0;2;2;0;3;0;0;2;2;0;3;0;0;2;2;0;0;0;0
Que forma de governo a Rússia possui?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quantas companhias foram fundadas pelo fundador do Facebook?;20;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;20;20;60;30;60;30;20;20;15;15;20;20;20;20;15;15;20;20;20;20;15;15;20;20;20;20;15;15;0;20;20;20;15;15;0;20;20;20;15;15;0;0;20;20;0;0;0;0;20;20;0;0;0;0;20;20;0;0;0;0;20;20;0;0;0;0
Liste todas as gravadoras canadenses de música Grunge.;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quantos filhos Benjamim Franklin teve?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Liste os filhos de Margaret Thatcher.;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;0;0;4;4;4;4;0;0;4;4;0;4;0;0;4;4;0;4;0;0;4;4;0;0;0;0
De que região é o Melon de Bourgogne?;2;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Qual é o filho mais velho de Meryl Streep?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
As rãs arborícolas são um tipo de anfíbio?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Christian Bale atua em Velvet Goldmine?;2;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;2;2;48;48;0;0;2;2;0;48;0;0;2;2;0;36;0;0;2;2;0;36;0;0
Liste todos os jogos da GMT.;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O Isar desemboca em um lago?;2;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;2;2;2;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;2;2;0;2;0;0;2;2;0;2;0;0;2;2;0;2;0;0
Que aeroportos a Yeti Airlines serve?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Que empresa indiana tem o maior número de empregados?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Que cor expressa a lealdade?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Qual a cidade com maior população?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quem criou a Wikipedia?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rita Wilson é a esposa de Tom Hanks?;1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0
A esposa do presidente Obama chama-se Michelle?;2;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;2;2;0;2;0;0;2;2;0;0;0;0;2;2;0;0;0;0
Quantos grupos étnicos vivem na Eslovênia?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;36;36;0;0;0;0;60;60;0;0;0;0;60;60;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quem é o presidente da Eritrea?;1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0
Que filmes Stanley Kubrick dirigiu?;13;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;13;13;13;13;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;0;0;0;15;15;0;0;0;0;0;15;0;0;0;0;0;15;0;0;0;0;0;0;0;0
Quando o Titanic foi completado?;1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0
Quantas páginas tem Guerra e Paz?;4;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;4;4;4;4;0;0;4;4;4;4;0;0;4;4;4;4;0;0;4;4;0;0;0;0;4;4;0;0;0;0;4;4;0;0;0;0
Quem é o jogador mais jovem da Premier League?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;2;0;0;0;0;2;2;0;0;0;0;2;2;0;0;0;0;2;2;0;0;0;0
Qual a montanha mais alta da Itália?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;3;12;3;12;0;0;3;12;3;12;0;0;3;12;3;12;0;0;3;12;0;12;0;0;3;12;0;0;0;0;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Qual a altura de Claudia Schiffer?;1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0
Quem foi o vice presidente de John F. Kennedy?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Que subsidiária da Lufthansa atende Dortmund e Berlin?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;3;3;3;3;0;0;3;36;3;36;0;0;3;36;3;36;0;0;3;69;3;69;0;0;3;84;0;0;0;0;3;84;0;0;0;0;3;84;0;0;0;0;3;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quem foi o sucessor de John F. Kennedy?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;3;0;3;0;0;0;3;0;3;0;0;0;3;0;3;0;0;0;3;0;3;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Quem compôs a trilha sonora do Titanic de Cameron?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quais filmes Kurosawa dirigiu?;4;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;4;4;0;0;0;0;4;4;0;0;0;0;4;4;0;0;0;0;4;4;6;6;6;6;4;4;15;15;0;15;4;4;15;15;0;0;4;4;15;15;0;0;4;4;15;15;0;0;4;4;0;15;0;0;4;4;0;15;0;0;4;4;0;0;0;0
Para qual gravadora Elvis gravou seu primeiro álbum?;8;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8;8;8;8;8;8;8;8;6;6;6;6;8;8;6;6;6;6;8;8;27;27;27;27;8;8;27;27;0;27;8;8;27;27;0;27;8;8;27;27;0;0;8;8;27;27;0;0;8;8;0;27;0;0;8;8;0;27;0;0;8;8;0;0;0;0
Em que fuso horário está Roma?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Qual a moeda da China?;1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0
Quem são os desenvolvedores do DBPedia?;3;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;0;3;3;3;3;0;0;3;3;3;3;0;0;3;3;3;3;0;0;3;3;0;3;0;0;3;3;0;3;0;0;3;3;0;3;0;0
O local onde Abraham Lincoln morreu tem um website?;6;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;6;6;6;6;0;0;6;6;6;6;0;0;6;6;6;6;0;0;6;6;0;0;0;0;6;6;0;0;0;0;6;6;0;0;0;0
Quem é o rei da Holanda?;2;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Em que cidade Nikos Kazantzakis morreu?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;9;9;9;9;0;0;9;9;9;9;0;0;9;9;9;9;0;0;9;9;0;0;0;0;9;9;0;0;0;0;12;12;0;0;0;0;30;30;0;0;0;0;24;24;0;0;0;0;24;24;0;0;0;0;0;24;0;0
Quem foi o pai da Rainha Elizabeth II?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Liste todas as aves que correm perigo de extinção.;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quantos habitantes tem a maior cidade do Canadá?;2;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;2;2;0;0;0;0;2;2;0;0;0;0;2;2;0;0;0;0
De quais conflitos militares Lawrence da Arábia participou?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
